T/K,lnhc,IL,Normalized SMILES,RANDOM,hc
261.908,6.18146488,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4975,483.7000001
263.957,6.184767256,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4976,485.2999998
265.995,6.188058763,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4977,486.8999999
268.035,6.190110467,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4978,487.9000001
270.066,6.193792959,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4979,489.7000001
272.094,6.19746194,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4980,491.5000002
274.115,6.200914771,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4981,493.1999999
276.131,6.205970905,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4982,495.7
278.148,6.209997486,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4983,497.7000001
280.158,6.212405675,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4984,498.9000001
282.164,6.216805682,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4985,501.1
284.166,6.221385083,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4986,503.4000002
286.162,6.225350195,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4987,505.4
288.124,6.229299647,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4988,507.3999999
290.056,6.233037234,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4989,509.3000001
292.083,6.236760903,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4990,511.2
294.05,6.240470758,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4991,513.1
296.009,6.243972707,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4992,514.9
297.97,6.247655952,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4993,516.7999998
299.926,6.251325681,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4994,518.6999998
301.875,6.254021101,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4995,520.1000001
303.825,6.257667588,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4996,522.0000001
305.766,6.2599638,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4997,523.1999999
307.705,6.263017238,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4998,524.8000002
309.643,6.265681369,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],4999,526.2000002
311.57,6.267769647,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5000,527.3000002
313.504,6.270610289,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5001,528.8000002
315.426,6.273819958,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5002,530.5
317.412,6.276643489,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5003,531.9999998
319.471,6.279459071,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5004,533.5000001
321.522,6.282266747,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5005,535.0000001
323.566,6.285066562,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5006,536.5
325.605,6.289530025,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5007,538.9
327.646,6.29101343,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5008,539.7000002
329.68,6.29489693,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5009,541.8000002
331.706,6.297477576,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5010,543.1999999
333.728,6.300785795,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5011,545.0000002
335.749,6.30426597,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5012,546.8999998
337.759,6.308462674,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5013,549.2000001
339.767,6.311371767,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5014,550.8000001
341.77,6.315358002,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5015,553.0000003
343.77,6.318066807,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5016,554.5000001
345.764,6.32256524,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5017,557
347.755,6.326686002,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5018,559.3000001
349.744,6.330077348,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5019,561.1999999
351.732,6.333457232,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5020,563.0999999
353.717,6.337002707,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5021,565.1000002
355.702,6.340182921,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5022,566.8999998
357.682,6.34229746,29,CCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],5023,568.1000002
293.15,6.445719819,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5024,629.9999998
294.15,6.445719819,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5025,629.9999998
295.15,6.447305863,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5026,631.0000003
296.15,6.448889394,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5027,631.9999999
297.15,6.448889394,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5028,631.9999999
298.15,6.450470422,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5029,632.9999999
299.15,6.452048954,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5030,633.9999997
300.15,6.452048954,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5031,633.9999997
301.15,6.453624999,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5032,635.0000001
302.15,6.455198563,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5033,635.9999998
303.15,6.455198563,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5034,635.9999998
304.15,6.456769656,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5035,637.0000003
305.15,6.458338283,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5036,637.9999998
306.15,6.458338283,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5037,637.9999998
307.15,6.459904454,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5038,638.9999998
308.15,6.461468176,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5039,639.9999998
309.15,6.461468176,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5040,639.9999998
310.15,6.463029457,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5041,641.0000001
311.15,6.464588304,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5042,642.0000002
312.15,6.466144724,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5043,642.9999998
313.15,6.467698726,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5044,643.9999999
314.15,6.467698726,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5045,643.9999999
315.15,6.469250317,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5046,645.0000001
316.15,6.470799504,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5047,646.0000001
317.15,6.472346295,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5048,647.0000003
318.15,6.472346295,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5049,647.0000003
319.15,6.473890696,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5050,647.9999998
320.15,6.475432717,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5051,649.0000002
321.15,6.476972363,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5052,650.0000001
322.15,6.478509642,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5053,650.9999999
323.15,6.480044562,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5054,652
324.15,6.480044562,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5055,652
325.15,6.481577129,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5056,652.9999998
326.15,6.483107351,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5057,653.9999997
327.15,6.484635236,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5058,655.0000002
328.15,6.486160789,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5059,656
329.15,6.486160789,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5060,656
330.15,6.487684018,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5061,656.9999997
331.15,6.489204931,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5062,657.9999998
332.15,6.490723535,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5063,659.0000003
333.15,6.492239835,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5064,660
334.15,6.492239835,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5065,660
335.15,6.49375384,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5066,661.0000001
336.15,6.495265556,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5067,662
337.15,6.49677499,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5068,662.9999999
338.15,6.498282149,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5069,663.9999997
339.15,6.499787041,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5070,665.0000002
340.15,6.499787041,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5071,665.0000002
341.15,6.501289671,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5072,666.0000003
342.15,6.502790046,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5073,667.0000001
343.15,6.504288174,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5074,668.0000003
344.15,6.50578406,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5075,668.9999999
345.15,6.50578406,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5076,668.9999999
346.15,6.507277712,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5077,669.9999997
347.15,6.508769137,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5078,671
348.15,6.510258341,30,CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,5079,672.0000003
293.15,6.475432717,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5080,649.0000002
294.15,6.475432717,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5081,649.0000002
295.15,6.476972363,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5082,650.0000001
296.15,6.478509642,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5083,650.9999999
297.15,6.478509642,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5084,650.9999999
298.15,6.480044562,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5085,652
299.15,6.481577129,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5086,652.9999998
300.15,6.481577129,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5087,652.9999998
301.15,6.483107351,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5088,653.9999997
302.15,6.484635236,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5089,655.0000002
303.15,6.484635236,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5090,655.0000002
304.15,6.486160789,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5091,656
305.15,6.487684018,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5092,656.9999997
306.15,6.489204931,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5093,657.9999998
307.15,6.489204931,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5094,657.9999998
308.15,6.490723535,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5095,659.0000003
309.15,6.492239835,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5096,660
310.15,6.49375384,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5097,661.0000001
311.15,6.49375384,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5098,661.0000001
312.15,6.495265556,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5099,662
313.15,6.49677499,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5100,662.9999999
314.15,6.498282149,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5101,663.9999997
315.15,6.499787041,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5102,665.0000002
316.15,6.499787041,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5103,665.0000002
317.15,6.501289671,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5104,666.0000003
318.15,6.502790046,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5105,667.0000001
319.15,6.502790046,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5106,667.0000001
320.15,6.504288174,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5107,668.0000003
321.15,6.50578406,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5108,668.9999999
322.15,6.507277712,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5109,669.9999997
323.15,6.508769137,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5110,671
324.15,6.508769137,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5111,671
325.15,6.510258341,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5112,672.0000003
326.15,6.51174533,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5113,673.0000002
327.15,6.51174533,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5114,673.0000002
328.15,6.513230111,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5115,674.0000001
329.15,6.514712691,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5116,675.0000001
330.15,6.516193076,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5117,676
331.15,6.517671273,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5118,677.0000001
332.15,6.519147288,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5119,678
333.15,6.519147288,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5120,678
334.15,6.520621128,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5121,679.0000003
335.15,6.522092798,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5122,679.9999999
336.15,6.523562306,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5123,680.9999999
337.15,6.525029658,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5124,682.0000001
338.15,6.525029658,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5125,682.0000001
339.15,6.52649486,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5126,683.0000003
340.15,6.527957918,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5127,684.0000003
341.15,6.529418838,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5128,684.9999998
342.15,6.529418838,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5129,684.9999998
343.15,6.530877628,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5130,686.0000002
344.15,6.532334292,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5131,686.9999998
345.15,6.533788838,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5132,688
346.15,6.533788838,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5133,688
347.15,6.535241271,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5134,689
348.15,6.536691598,31,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5135,690.0000003
293.15,6.527957918,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5136,684.0000003
294.15,6.529418838,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5137,684.9999998
295.15,6.529418838,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5138,684.9999998
296.15,6.530877628,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5139,686.0000002
297.15,6.532334292,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5140,686.9999998
298.15,6.532334292,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5141,686.9999998
299.15,6.533788838,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5142,688
300.15,6.535241271,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5143,689
301.15,6.535241271,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5144,689
302.15,6.536691598,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5145,690.0000003
303.15,6.538139824,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5146,691.0000002
304.15,6.538139824,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5147,691.0000002
305.15,6.539585956,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5148,692.0000003
306.15,6.541029999,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5149,692.9999999
307.15,6.542471961,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5150,694.0000003
308.15,6.542471961,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5151,694.0000003
309.15,6.543911846,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5152,695.0000003
310.15,6.54534966,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5153,695.9999998
311.15,6.54534966,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5154,695.9999998
312.15,6.546785411,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5155,697.0000002
313.15,6.548219103,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5156,698.0000002
314.15,6.549650742,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5157,698.9999998
315.15,6.549650742,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5158,698.9999998
316.15,6.551080335,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5159,700
317.15,6.552507887,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5160,701
318.15,6.553933404,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5161,702
319.15,6.553933404,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5162,702
320.15,6.555356892,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5163,703.0000001
321.15,6.556778356,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5164,703.9999999
322.15,6.558197803,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5165,705.0000001
323.15,6.559615237,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5166,705.9999997
324.15,6.559615237,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5167,705.9999997
325.15,6.561030666,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5168,707.0000001
326.15,6.562444094,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5169,708.0000002
327.15,6.563855527,32,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5170,709.0000003
