T/K,lnhc,IL,Normalized SMILES,RANDOM,hc
319.8,6.047135744,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,141,422.8999998
319.92,6.047135744,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,142,422.8999998
320.05,6.047608558,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,143,423.1000001
320.18,6.047608558,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,144,423.1000001
320.3,6.047608558,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,145,423.1000001
320.56,6.048317359,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,146,423.4000001
320.69,6.048317359,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,147,423.4000001
320.81,6.049025658,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,148,423.7000002
320.94,6.049025658,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,149,423.7000002
321.06,6.049025658,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,150,423.7000002
321.19,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,151,423.9999999
321.32,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,152,423.9999999
321.44,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,153,423.9999999
321.57,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,154,423.9999999
321.71,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,155,423.9999999
321.83,6.050440752,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,156,424.2999999
322.11,6.050440752,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,157,424.2999999
322.23,6.050440752,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,158,424.2999999
322.36,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,159,423.9999999
322.49,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,160,423.9999999
322.61,6.049733455,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,161,423.9999999
322.74,6.050440752,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,162,424.2999999
322.87,6.050440752,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,163,424.2999999
322.99,6.051147549,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,164,424.5999999
323.12,6.051147549,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,165,424.5999999
323.38,6.051147549,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,166,424.5999999
323.5,6.051147549,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,167,424.5999999
323.63,6.051853847,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,168,424.8999999
323.76,6.051853847,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,169,424.8999999
323.88,6.051853847,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,170,424.8999999
324.01,6.052324435,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,171,425.0999998
324.14,6.052324435,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,172,425.0999998
324.26,6.052324435,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,173,425.0999998
324.39,6.053029903,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,174,425.4000001
324.51,6.053029903,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,175,425.4000001
324.64,6.053029903,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,176,425.4000001
324.91,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,177,425.7000001
325.04,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,178,425.7000001
325.17,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,179,425.7000001
325.29,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,180,425.7000001
325.42,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,181,425.7000001
325.54,6.054439346,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,182,425.9999999
325.67,6.053734873,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,183,425.7000001
325.8,6.054439346,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,184,425.9999999
325.92,6.055143324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,185,426.3000001
326.18,6.055143324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,186,426.3000001
326.31,6.055143324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,187,426.3000001
326.43,6.055143324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,188,426.3000001
326.56,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,189,426.6
326.68,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,190,426.6
326.81,6.055143324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,191,426.3000001
326.94,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,192,426.6
327.06,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,193,426.6
327.19,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,194,426.6
327.31,6.055846806,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,195,426.6
327.44,6.056315519,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,196,426.7999998
327.72,6.057018178,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,197,427.1000001
327.85,6.057018178,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,198,427.1000001
327.98,6.057018178,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,199,427.1000001
328.1,6.057018178,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,200,427.1000001
328.23,6.057720343,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,201,427.4
328.35,6.057720343,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,202,427.4
328.48,6.057720343,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,203,427.4
328.61,6.057720343,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,204,427.4
328.73,6.057720343,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,205,427.4
328.99,6.058422015,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,206,427.6999999
329.11,6.058422015,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,207,427.6999999
329.24,6.059123196,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,208,428.0000002
329.37,6.058422015,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,209,427.6999999
329.49,6.059123196,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,210,428.0000002
329.62,6.059123196,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,211,428.0000002
329.74,6.059823885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,212,428.3000002
329.87,6.059823885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,213,428.3000002
330,6.059823885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,214,428.3000002
330.12,6.059123196,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,215,428.0000002
330.25,6.059823885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,216,428.3000002
330.52,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,217,428.5
330.65,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,218,428.5
330.77,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,219,428.5
330.9,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,220,428.5
331.03,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,221,428.5
331.15,6.060290738,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,222,428.5
331.28,6.06099061,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,223,428.8000001
331.4,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,224,429.1
331.53,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,225,429.1
331.79,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,226,429.1
331.91,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,227,429.1
332.04,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,228,429.1
332.16,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,229,429.1
332.29,6.061689992,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,230,429.1
332.42,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,231,429.3999998
332.54,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,232,429.3999998
332.67,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,233,429.3999998
332.79,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,234,429.3999998
332.92,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,235,429.3999998
333.05,6.062388885,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,236,429.3999998
333.32,6.063087291,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,237,429.7000001
333.45,6.063087291,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,238,429.7000001
333.58,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,239,430.0000001
333.71,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,240,430.0000001
333.83,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,241,430.0000001
333.96,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,242,430.0000001
334.08,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,243,430.0000001
334.21,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,244,430.0000001
334.34,6.063785209,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,245,430.0000001
334.59,6.06448264,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,246,430.3000001
334.72,6.06448264,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,247,430.3000001
334.84,6.06448264,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,248,430.3000001
334.97,6.06448264,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,249,430.3000001
335.1,6.064947324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,250,430.5000001
335.22,6.064947324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,251,430.5000001
335.35,6.064947324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,252,430.5000001
335.47,6.064947324,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,253,430.5000001
335.6,6.065643945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,254,430.7999999
335.73,6.065643945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,255,430.7999999
335.85,6.065643945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,256,430.7999999
336.12,6.066340082,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,257,431.1000001
336.25,6.065643945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,258,430.7999999
336.38,6.065643945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,259,430.7999999
336.5,6.066340082,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,260,431.1000001
336.63,6.066340082,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,261,431.1000001
336.75,6.066340082,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,262,431.1000001
336.88,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,263,431.4
337.01,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,264,431.4
337.13,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,265,431.4
337.39,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,266,431.4
337.51,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,267,431.4
337.64,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,268,431.4
337.76,6.067035734,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,269,431.4
337.89,6.067730903,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,270,431.7000002
338.02,6.067730903,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,271,431.7000002
338.14,6.068425588,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,272,431.9999999
338.27,6.068425588,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,273,431.9999999
338.39,6.068425588,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,274,431.9999999
338.52,6.068888444,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,275,432.2
338.64,6.068888444,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,276,432.2
338.91,6.068888444,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,277,432.2
339.04,6.069582326,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,278,432.4999998
339.17,6.069582326,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,279,432.4999998
339.29,6.069582326,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,280,432.4999998
339.43,6.070275728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,281,432.8000002
339.55,6.070275728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,282,432.8000002
339.68,6.070275728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,283,432.8000002
339.8,6.070275728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,284,432.8000002
339.93,6.070968648,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,285,433.0999999
340.19,6.070968648,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,286,433.0999999
340.31,6.071661089,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,287,433.4
340.44,6.071661089,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,288,433.4
340.56,6.071661089,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,289,433.4
340.69,6.071661089,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,290,433.4
340.82,6.072353051,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,291,433.7000001
340.94,6.072353051,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,292,433.7000001
341.07,6.072353051,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,293,433.7000001
341.19,6.072353051,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,294,433.7000001
341.32,6.072814093,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,295,433.9000001
341.45,6.072814093,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,296,433.9000001
341.72,6.073505257,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,297,434.1999998
341.85,6.073505257,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298,434.1999998
341.97,6.073505257,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,299,434.1999998
342.1,6.073505257,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,300,434.1999998
342.22,6.073505257,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,301,434.1999998
342.35,6.074195945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,302,434.5000001
342.48,6.074195945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,303,434.5000001
342.6,6.074195945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,304,434.5000001
342.73,6.074195945,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,305,434.5000001
343,6.074886155,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,306,434.7999999
343.13,6.074886155,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,307,434.7999999
343.25,6.074886155,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,308,434.7999999
343.38,6.07557589,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,309,435.1000001
343.51,6.07557589,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,310,435.1000001
343.63,6.07557589,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,311,435.1000001
343.76,6.076265149,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,312,435.4000001
343.88,6.076265149,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,313,435.4000001
344.01,6.076265149,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,314,435.4000001
344.13,6.076265149,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,315,435.4000001
344.26,6.076953933,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,316,435.6999999
344.53,6.077412859,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,317,435.8999999
344.66,6.076953933,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318,435.6999999
344.78,6.077412859,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,319,435.8999999
344.91,6.077412859,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,320,435.8999999
345.03,6.077412859,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,321,435.8999999
345.16,6.077412859,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,322,435.8999999
345.29,6.078100854,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,323,436.2000001
345.42,6.078788375,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,324,436.4999999
345.55,6.078100854,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,325,436.2000001
345.82,6.079475424,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,326,436.7999998
345.95,6.078788375,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,327,436.4999999
346.07,6.080162002,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,328,437.1000001
346.2,6.079475424,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,329,436.7999998
346.32,6.080162002,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,330,437.1000001
346.45,6.080162002,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,331,437.1000001
346.57,6.080162002,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,332,437.1000001
346.7,6.080162002,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,333,437.1000001
346.82,6.080848108,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,334,437.3999999
346.95,6.080848108,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,335,437.3999999
347.08,6.081305251,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,336,437.6
347.35,6.080848108,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,337,437.3999999
347.47,6.081305251,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,338,437.6
347.6,6.081305251,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,339,437.6
347.72,6.081305251,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,340,437.6
347.85,6.081990574,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,341,437.9000001
347.97,6.081990574,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,342,437.9000001
348.1,6.081990574,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,343,437.9000001
348.22,6.081990574,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,344,437.9000001
348.35,6.082675427,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,345,438.1999999
348.63,6.082675427,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,346,438.1999999
348.76,6.082675427,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,347,438.1999999
348.88,6.083359812,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,348,438.5000001
349.01,6.082675427,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,349,438.1999999
349.13,6.083359812,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,350,438.5000001
349.26,6.083359812,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,351,438.5000001
349.38,6.084043728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,352,438.7999998
349.51,6.084043728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,353,438.7999998
349.63,6.084043728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,354,438.7999998
349.76,6.084043728,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,355,438.7999998
349.88,6.084727178,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,356,439.1000002
350.19,6.085182551,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,357,439.3
350.32,6.085182551,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,358,439.3
350.44,6.085182551,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,359,439.3
350.57,6.085182551,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,360,439.3
350.69,6.085865223,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,361,439.6000002
350.82,6.085865223,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,362,439.6000002
350.94,6.085865223,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,363,439.6000002
351.07,6.085865223,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,364,439.6000002
351.21,6.085182551,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,365,439.3
351.49,6.086547428,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,366,439.8999998
351.61,6.085865223,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,367,439.6000002
351.74,6.086547428,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,368,439.8999998
351.86,6.087229169,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,369,440.2
351.99,6.087229169,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,370,440.2
352.11,6.087229169,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,371,440.2
352.24,6.087229169,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,372,440.2
352.36,6.087910445,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,373,440.4999998
352.49,6.087910445,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,374,440.4999998
352.61,6.087910445,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,375,440.4999998
352.74,6.088591258,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,376,440.8000001
353.01,6.088591258,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,377,440.8000001
353.13,6.088591258,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,378,440.8000001
353.26,6.089271607,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,379,441.1
353.38,6.089271607,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,380,441.1
353.51,6.089724916,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,381,441.2999999
353.64,6.089724916,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,382,441.2999999
353.76,6.089724916,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,383,441.2999999
353.89,6.089724916,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,384,441.2999999
354.01,6.090404495,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,385,441.6
354.29,6.091083612,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,386,441.8999999
354.41,6.091083612,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,387,441.8999999
354.54,6.090404495,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,388,441.6
354.66,6.091083612,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,389,441.8999999
354.79,6.091762268,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,390,442.1999998
354.91,6.091083612,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,391,441.8999999
355.04,6.091762268,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,392,442.1999998
355.16,6.092440464,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,393,442.4999998
355.29,6.092440464,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,394,442.4999998
355.41,6.092440464,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,395,442.4999998
355.54,6.092440464,1,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,396,442.4999998
