Normalized SMILES,logEC50,RANDOM,IL
F[B-](F)(F)F.[P+](CCCCCCCCCCCCCC)(CCCCCC)(CCCCCC)CCCCCC,0.48,30,30
C(CCCCCCCCCC)CCC[P+](CCCCCC)(CCCCCC)CCCCCC.[B-](F)(F)(F)F,0.48,30,30
C(CCC)CC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.F[B-](F)(F)F,0.48,30,30
CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,0.48,30,30
C(CCCCCCCCCCC)CC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,0.48,30,30
C(CCC)CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,0.48,30,30
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.24,31,31
C([P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)CCCCC.FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,0.24,31,31
C(CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)CCC.O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F,0.24,31,31
C(CCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC)C.O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O,0.24,31,31
C(CCCCCC)CCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)(F)F,0.24,31,31
C(CCCCCCC)CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F,0.24,31,31
C(CCCC)CCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O,0.24,31,31
C(CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)C.C(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)(F)F,0.24,31,31
C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O,0.24,31,31
C(CCC)CC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.C(F)(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F,0.24,31,31
CCCCCCCCCCCCOS(=O)(=O)[O-].C[N+]1(Cc2ccccc2)CCOCC1,2.4,32,32
C1[N+](Cc2ccccc2)(C)CCOC1.[O-]S(=O)(=O)OCCCCCCCCCCCC,2.4,32,32
C(COS(=O)(=O)[O-])CCCCCCCCCC.c1ccc(cc1)C[N+]1(CCOCC1)C,2.4,32,32
O1CC[N+](C)(Cc2ccccc2)CC1.O=S(=O)(OCCCCCCCCCCCC)[O-],2.4,32,32
C(COS([O-])(=O)=O)CCCCCCCCCC.C1OCC[N+](Cc2ccccc2)(C)C1,2.4,32,32
O(CCCCCCCCCCCC)S(=O)([O-])=O.c1c(cccc1)C[N+]1(CCOCC1)C,2.4,32,32
O(CCCCCCCCCCCC)S([O-])(=O)=O.c1c(cccc1)C[N+]1(C)CCOCC1,2.4,32,32
O=S(=O)(OCCCCCCCCCCCC)[O-].c1c(C[N+]2(C)CCOCC2)cccc1,2.4,32,32
C(CC)CCCCCCCCCOS(=O)([O-])=O.C1COCC[N+]1(Cc1ccccc1)C,2.4,32,32
C(OS([O-])(=O)=O)CCCCCCCCCCC.C1[N+](C)(Cc2ccccc2)CCOC1,2.4,32,32
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.28,33,33
C(CCCC[N+](C)(Cc1ccccc1)C)CCCCCCC.[Cl-],0.28,33,33
[Cl-].c1cccc(c1)C[N+](C)(CCCCCCCCCCCC)C,0.28,33,33
[Cl-].c1(ccccc1)C[N+](CCCCCCCCCCCC)(C)C,0.28,33,33
[Cl-].c1(C[N+](CCCCCCCCCCCC)(C)C)ccccc1,0.28,33,33
[Cl-].c1cc(ccc1)C[N+](CCCCCCCCCCCC)(C)C,0.28,33,33
C(CCCCCCC)CCCC[N+](Cc1ccccc1)(C)C.[Cl-],0.28,33,33
C[N+](Cc1ccccc1)(CCCCCCCCCCCC)C.[Cl-],0.28,33,33
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.28,33,33
C(CCCCC)CCCCCC[N+](Cc1ccccc1)(C)C.[Cl-],0.28,33,33
CCCCCCCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,1.6,34,34
c1c2c(C([N-]S2(=O)=O)=O)ccc1.c1c[n+](COCCCCCCCCCCC)cc(c1)O,1.6,34,34
C1([N-]S(c2c1cccc2)(=O)=O)=O.c1cc(O)c[n+](c1)COCCCCCCCCCCC,1.6,34,34
C(OCCCCCCCCCCC)[n+]1cc(ccc1)O.O=S1(c2ccccc2C(=O)[N-]1)=O,1.6,34,34
C(CCCCCCCOC[n+]1cc(ccc1)O)CCC.c1c2c(S([N-]C2=O)(=O)=O)ccc1,1.6,34,34
c1cc(c[n+](c1)COCCCCCCCCCCC)O.c1ccc2c(C(=O)[N-]S2(=O)=O)c1,1.6,34,34
c1c2S([N-]C(c2ccc1)=O)(=O)=O.c1cc(O)c[n+](COCCCCCCCCCCC)c1,1.6,34,34
C(CCCOC[n+]1cccc(c1)O)CCCCCCC.c1cccc2C([N-]S(=O)(=O)c12)=O,1.6,34,34
CCCCCCCCCCCOC[n+]1cc(ccc1)O.[N-]1S(=O)(c2ccccc2C1=O)=O,1.6,34,34
CCCCCCCCCCCOC[n+]1cccc(O)c1.O=S1(c2c(C(=O)[N-]1)cccc2)=O,1.6,34,34
CCCCCCCCCCCOC[n+]1cccc(O)c1.[Cl-],1.6,35,35
C(CCCOC[n+]1cccc(c1)O)CCCCCCC.[Cl-],1.6,35,35
CCCCCCCCCCCOC[n+]1cc(O)ccc1.[Cl-],1.6,35,35
C(CCCCCCOC[n+]1cccc(O)c1)CCCC.[Cl-],1.6,35,35
C(CCCCCOC[n+]1cc(O)ccc1)CCCCC.[Cl-],1.6,35,35
[Cl-].[n+]1(COCCCCCCCCCCC)cccc(O)c1,1.6,35,35
C(CCCCCCCC)CCOC[n+]1cccc(O)c1.[Cl-],1.6,35,35
C(COC[n+]1cc(ccc1)O)CCCCCCCCC.[Cl-],1.6,35,35
C(CCCCCC)CCCCOC[n+]1cccc(c1)O.[Cl-],1.6,35,35
[Cl-].c1[n+](COCCCCCCCCCCC)cccc1O,1.6,35,35
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.645,36,36
[Cl-].c1(C[N+](CCCCCCCCCC)(C)C)ccccc1,0.645,36,36
[Cl-].[N+](C)(Cc1ccccc1)(C)CCCCCCCCCC,0.645,36,36
C(C)CCCCCCCC[N+](C)(Cc1ccccc1)C.[Cl-],0.645,36,36
C(C)CCCCCCCC[N+](Cc1ccccc1)(C)C.[Cl-],0.645,36,36
C(CCCCCCCC)C[N+](Cc1ccccc1)(C)C.[Cl-],0.645,36,36
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.645,36,36
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.645,36,36
[Cl-].[N+](C)(Cc1ccccc1)(C)CCCCCCCCCC,0.645,36,36
C([N+](CCCCCCCCCC)(C)C)c1ccccc1.[Cl-],0.645,36,36
CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.769377326,37,37
C(CCCCCn1cc[n+](c1)C)CCCC.F[B-](F)(F)F,0.769377326,37,37
C(CCCCCCC)CCn1c[n+](cc1)C.F[B-](F)(F)F,0.769377326,37,37
C(Cn1cc[n+](C)c1)CCCCCCCC.F[B-](F)(F)F,0.769377326,37,37
C(CC)CCCCCCCn1cc[n+](c1)C.F[B-](F)(F)F,0.769377326,37,37
C(CCCCCCCCn1cc[n+](C)c1)C.F[B-](F)(F)F,0.769377326,37,37
C(CCCCCCC)CCn1c[n+](C)cc1.F[B-](F)(F)F,0.769377326,37,37
C(CCCn1c[n+](cc1)C)CCCCCC.F[B-](F)(F)F,0.769377326,37,37
F[B-](F)(F)F.c1cn(c[n+]1C)CCCCCCCCCC,0.769377326,37,37
C(CCCCC)CCCCn1c[n+](cc1)C.F[B-](F)(F)F,0.769377326,37,37
CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1.498310554,38,38
C[n+]1cn(CCCCCCCCCC)cc1.[P-](F)(F)(F)(F)(F)F,1.498310554,38,38
C(CCC)CCCCCCn1c[n+](cc1)C.[P-](F)(F)(F)(F)(F)F,1.498310554,38,38
F[P-](F)(F)(F)(F)F.c1n(CCCCCCCCCC)c[n+](C)c1,1.498310554,38,38
C(CCCCCCC)CCn1c[n+](C)cc1.F[P-](F)(F)(F)(F)F,1.498310554,38,38
F[P-](F)(F)(F)(F)F.n1(CCCCCCCCCC)c[n+](C)cc1,1.498310554,38,38
F[P-](F)(F)(F)(F)F.[n+]1(C)ccn(CCCCCCCCCC)c1,1.498310554,38,38
F[P-](F)(F)(F)(F)F.[n+]1(C)cn(cc1)CCCCCCCCCC,1.498310554,38,38
[P-](F)(F)(F)(F)(F)F.c1[n+](ccn1CCCCCCCCCC)C,1.498310554,38,38
F[P-](F)(F)(F)(F)F.c1[n+](ccn1CCCCCCCCCC)C,1.498310554,38,38
CCCCCCCCCCn1cc[n+](C)c1.[Cl-],1.34,39,39
[Cl-].c1c[n+](cn1CCCCCCCCCC)C,1.34,39,39
C(CCCn1c[n+](cc1)C)CCCCCC.[Cl-],1.34,39,39
C(CCCCCCCCn1c[n+](cc1)C)C.[Cl-],1.34,39,39
C(CCCCCCCn1c[n+](C)cc1)CC.[Cl-],1.34,39,39
[Cl-].[n+]1(cn(cc1)CCCCCCCCCC)C,1.34,39,39
C(CCCCn1c[n+](C)cc1)CCCCC.[Cl-],1.34,39,39
[Cl-].[n+]1(cn(cc1)CCCCCCCCCC)C,1.34,39,39
C(n1c[n+](cc1)C)CCCCCCCCC.[Cl-],1.34,39,39
C(CCCCCn1c[n+](C)cc1)CCCC.[Cl-],1.34,39,39
CCCCCCCCCCn1cc[n+](CC)c1.[Br-],0.53,40,40
[Br-].n1(c[n+](CC)cc1)CCCCCCCCCC,0.53,40,40
[Br-].c1[n+](CC)ccn1CCCCCCCCCC,0.53,40,40
C(n1cc[n+](c1)CC)CCCCCCCCC.[Br-],0.53,40,40
C(CCn1cc[n+](CC)c1)CCCCCCC.[Br-],0.53,40,40
C(CCCCCCC)CCn1cc[n+](c1)CC.[Br-],0.53,40,40
C(CCCn1cc[n+](c1)CC)CCCCCC.[Br-],0.53,40,40
[Br-].c1n(cc[n+]1CC)CCCCCCCCCC,0.53,40,40
C(CCCCCCCCn1cc[n+](c1)CC)C.[Br-],0.53,40,40
[Br-].[n+]1(CC)ccn(c1)CCCCCCCCCC,0.53,40,40
CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.128427064,41,41
C(CCCCCCCC)C[n+]1c(n(CCCCCCCCCC)cc1)C.FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O,-0.128427064,41,41
C(CCCCCn1cc[n+](CCCCCCCCCC)c1C)CCCC.O=S(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.128427064,41,41
C(CCCCCn1c([n+](cc1)CCCCCCCCCC)C)CCCC.S(=O)([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O,-0.128427064,41,41
CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,-0.128427064,41,41
C(CCCCCC)CCCn1c([n+](cc1)CCCCCCCCCC)C.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F,-0.128427064,41,41
C(CCCC)CCCCC[n+]1c(C)n(CCCCCCCCCC)cc1.S(=O)([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F,-0.128427064,41,41
C(CCCCCC)CCCn1cc[n+](c1C)CCCCCCCCCC.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F,-0.128427064,41,41
Cc1n(CCCCCCCCCC)cc[n+]1CCCCCCCCCC.O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F,-0.128427064,41,41
O=S(C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)F)=O.[n+]1(c(n(CCCCCCCCCC)cc1)C)CCCCCCCCCC,-0.128427064,41,41
CCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1.65,42,42
[B-](F)(F)(F)F.c1cn(c[n+]1C)CCCCCCCCC,1.65,42,42
C(CCC)CCCCCn1c[n+](cc1)C.[B-](F)(F)(F)F,1.65,42,42
C(CCn1cc[n+](c1)C)CCCCCC.F[B-](F)(F)F,1.65,42,42
C(CCCn1c[n+](C)cc1)CCCCC.F[B-](F)(F)F,1.65,42,42
C(CCCCCCCn1cc[n+](c1)C)C.F[B-](F)(F)F,1.65,42,42
C(CCCCCC)CCn1c[n+](C)cc1.F[B-](F)(F)F,1.65,42,42
F[B-](F)(F)F.n1(CCCCCCCCC)c[n+](cc1)C,1.65,42,42
F[B-](F)(F)F.c1[n+](C)ccn1CCCCCCCCC,1.65,42,42
CCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1.65,42,42
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1.854913022,43,43
C(CCCn1c[n+](cc1)C)CCCCC.F[P-](F)(F)(F)(F)F,1.854913022,43,43
C(CCCCCn1cc[n+](C)c1)CCC.F[P-](F)(F)(F)(F)F,1.854913022,43,43
C(CCn1cc[n+](c1)C)CCCCCC.F[P-](F)(F)(F)(F)F,1.854913022,43,43
C(CCCCCn1c[n+](cc1)C)CCC.[P-](F)(F)(F)(F)(F)F,1.854913022,43,43
F[P-](F)(F)(F)(F)F.c1[n+](cn(CCCCCCCCC)c1)C,1.854913022,43,43
[P-](F)(F)(F)(F)(F)F.n1(CCCCCCCCC)c[n+](C)cc1,1.854913022,43,43
C(CCCCCCn1c[n+](cc1)C)CC.F[P-](F)(F)(F)(F)F,1.854913022,43,43
CCCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F,1.854913022,43,43
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1.854913022,43,43
CCCCCCCCCn1cc[n+](C)c1.[Cl-],1.399673721,44,44
C(CCCCCCCn1cc[n+](C)c1)C.[Cl-],1.399673721,44,44
[Cl-].c1c[n+](cn1CCCCCCCCC)C,1.399673721,44,44
[Cl-].n1(CCCCCCCCC)c[n+](cc1)C,1.399673721,44,44
C(CC)CCCCCCn1c[n+](C)cc1.[Cl-],1.399673721,44,44
[Cl-].c1[n+](ccn1CCCCCCCCC)C,1.399673721,44,44
[Cl-].c1[n+](C)ccn1CCCCCCCCC,1.399673721,44,44
C(C)CCCCCCCn1c[n+](C)cc1.[Cl-],1.399673721,44,44
[Cl-].c1n(CCCCCCCCC)cc[n+]1C,1.399673721,44,44
[Cl-].c1cn(CCCCCCCCC)c[n+]1C,1.399673721,44,44
CCCCCCCCOS(=O)(=O)[O-].CCCCCCCCn1cc[n+](C)c1,1.525044807,45,45
C(C)CCCCCCOS(=O)([O-])=O.C(CCCCC)CCn1c[n+](cc1)C,1.525044807,45,45
C(CC)CCCCCn1c[n+](cc1)C.O=S(OCCCCCCCC)([O-])=O,1.525044807,45,45
C(CCCCCCC)n1cc[n+](c1)C.C(COS(=O)(=O)[O-])CCCCCC,1.525044807,45,45
C(CCC)CCCCOS(=O)([O-])=O.C(n1c[n+](cc1)C)CCCCCCC,1.525044807,45,45
C(CCOS(=O)([O-])=O)CCCCC.C[n+]1ccn(CCCCCCCC)c1,1.525044807,45,45
C(CCCCCn1c[n+](C)cc1)CC.O=S(=O)([O-])OCCCCCCCC,1.525044807,45,45
C(CCC)CCCCn1cc[n+](C)c1.C(CCCCCOS(=O)(=O)[O-])CC,1.525044807,45,45
C(CCCOS(=O)(=O)[O-])CCCC.C[n+]1ccn(c1)CCCCCCCC,1.525044807,45,45
O=S(=O)([O-])OCCCCCCCC.c1cn(c[n+]1C)CCCCCCCC,1.525044807,45,45
CCCCCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](C)c1,3.225309282,46,46
C(CCC)CCCCOS(=O)([O-])=O.n1(c[n+](cc1)C)CCCC,3.225309282,46,46
C(COS([O-])(=O)=O)CCCCCC.n1(CCCC)cc[n+](C)c1,3.225309282,46,46
C(CCOS(=O)(=O)[O-])CCCCC.[n+]1(cn(cc1)CCCC)C,3.225309282,46,46
C(CCCCC)CCOS(=O)([O-])=O.c1cn(CCCC)c[n+]1C,3.225309282,46,46
O=S(=O)([O-])OCCCCCCCC.c1cn(c[n+]1C)CCCC,3.225309282,46,46
C(CCCCOS(=O)(=O)[O-])CCC.c1[n+](C)cn(c1)CCCC,3.225309282,46,46
C(CCC)CCCCOS([O-])(=O)=O.CCCCn1cc[n+](C)c1,3.225309282,46,46
C(CCCC)CCCOS(=O)([O-])=O.[n+]1(ccn(CCCC)c1)C,3.225309282,46,46
[O-]S(OCCCCCCCC)(=O)=O.c1n(CCCC)c[n+](C)c1,3.225309282,46,46
CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1.82,47,47
C(CC)CCCCC[N+]1(C)CCCC1.[B-](F)(F)(F)F,1.82,47,47
C1CCC[N+]1(C)CCCCCCCC.F[B-](F)(F)F,1.82,47,47
C1CCC[N+]1(C)CCCCCCCC.[B-](F)(F)(F)F,1.82,47,47
C(CCCC)CCC[N+]1(CCCC1)C.[B-](F)(F)(F)F,1.82,47,47
C1CC[N+](CCCCCCCC)(C)C1.F[B-](F)(F)F,1.82,47,47
C(CCCCCC[N+]1(CCCC1)C)C.F[B-](F)(F)F,1.82,47,47
C(CCC)CCCC[N+]1(CCCC1)C.F[B-](F)(F)F,1.82,47,47
C(CCCCCC[N+]1(C)CCCC1)C.[B-](F)(F)(F)F,1.82,47,47
C1CC[N+](C)(CCCCCCCC)C1.F[B-](F)(F)F,1.82,47,47
CCCCCCCC[N+]1(C)CCCC1.[Cl-],2.59,48,48
C[N+]1(CCCC1)CCCCCCCC.[Cl-],2.59,48,48
C(C[N+]1(CCCC1)C)CCCCCC.[Cl-],2.59,48,48
C(C[N+]1(C)CCCC1)CCCCCC.[Cl-],2.59,48,48
C1[N+](CCCCCCCC)(C)CCC1.[Cl-],2.59,48,48
[Cl-].[N+]1(CCCC1)(CCCCCCCC)C,2.59,48,48
C(CCC[N+]1(CCCC1)C)CCCC.[Cl-],2.59,48,48
C1CC[N+](C1)(CCCCCCCC)C.[Cl-],2.59,48,48
C(CCCC)CCC[N+]1(C)CCCC1.[Cl-],2.59,48,48
C(C)CCCCCC[N+]1(C)CCCC1.[Cl-],2.59,48,48
CCCCCCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1.49,49,49
C(CCC)CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1.49,49,49
F[B-](F)(F)F.c1c[n+](ccc1C)CCCCCCCC,1.49,49,49
F[B-](F)(F)F.c1[n+](CCCCCCCC)ccc(c1)C,1.49,49,49
F[B-](F)(F)F.c1c(C)cc[n+](c1)CCCCCCCC,1.49,49,49
C(C[n+]1ccc(C)cc1)CCCCCC.[B-](F)(F)(F)F,1.49,49,49
C(CCCCCCC)[n+]1ccc(cc1)C.F[B-](F)(F)F,1.49,49,49
CCCCCCCC[n+]1ccc(cc1)C.F[B-](F)(F)F,1.49,49,49
C(CCC)CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1.49,49,49
[B-](F)(F)(F)F.[n+]1(ccc(C)cc1)CCCCCCCC,1.49,49,49
CCCCCCCC[n+]1ccc(C)cc1.[Cl-],2.3,50,50
CCCCCCCC[n+]1ccc(cc1)C.[Cl-],2.3,50,50
[Cl-].c1(C)cc[n+](CCCCCCCC)cc1,2.3,50,50
C([n+]1ccc(C)cc1)CCCCCCC.[Cl-],2.3,50,50
C(CCCCCC[n+]1ccc(C)cc1)C.[Cl-],2.3,50,50
[Cl-].c1c(C)cc[n+](CCCCCCCC)c1,2.3,50,50
C(C)CCCCCC[n+]1ccc(cc1)C.[Cl-],2.3,50,50
C(CCCCCCC)[n+]1ccc(cc1)C.[Cl-],2.3,50,50
C(CCCCCCC)[n+]1ccc(C)cc1.[Cl-],2.3,50,50
[Cl-].c1c(cc[n+](c1)CCCCCCCC)C,2.3,50,50
CCCCCCCC[n+]1cccc(C)c1.[Cl-],1.47,51,51
C([n+]1cc(C)ccc1)CCCCCCC.[Cl-],1.47,51,51
[Cl-].c1c(C)c[n+](cc1)CCCCCCCC,1.47,51,51
CCCCCCCC[n+]1cc(ccc1)C.[Cl-],1.47,51,51
C(CCCCC)CC[n+]1cc(C)ccc1.[Cl-],1.47,51,51
[Cl-].c1[n+](CCCCCCCC)cc(C)cc1,1.47,51,51
C(C)CCCCCC[n+]1cc(ccc1)C.[Cl-],1.47,51,51
[Cl-].c1(C)c[n+](ccc1)CCCCCCCC,1.47,51,51
C(CCCCC[n+]1cc(ccc1)C)CC.[Cl-],1.47,51,51
Cc1ccc[n+](CCCCCCCC)c1.[Cl-],1.47,51,51
CCCCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F,0.17,52,52
F[B-](F)(F)F.c1c2c(cccc2)[n+](CCCCCCCC)cc1,0.17,52,52
F[B-](F)(F)F.c1cc[n+](c2ccccc21)CCCCCCCC,0.17,52,52
C(C)CCCCCC[n+]1cccc2ccccc21.F[B-](F)(F)F,0.17,52,52
F[B-](F)(F)F.c1cccc2ccc[n+](c12)CCCCCCCC,0.17,52,52
F[B-](F)(F)F.c1cccc2c1ccc[n+]2CCCCCCCC,0.17,52,52
F[B-](F)(F)F.c1c[n+](CCCCCCCC)c2ccccc2c1,0.17,52,52
F[B-](F)(F)F.[n+]1(CCCCCCCC)cccc2c1cccc2,0.17,52,52
F[B-](F)(F)F.c1cc2[n+](CCCCCCCC)cccc2cc1,0.17,52,52
C(CC[n+]1c2c(cccc2)ccc1)CCCCC.F[B-](F)(F)F,0.17,52,52
CCCCCCCC[n+]1cccc2ccccc21.[Br-],-0.03,53,53
C(CCCC)CCC[n+]1c2ccccc2ccc1.[Br-],-0.03,53,53
[Br-].c1cc[n+](CCCCCCCC)c2ccccc12,-0.03,53,53
[Br-].c1cc2ccccc2[n+](c1)CCCCCCCC,-0.03,53,53
[Br-].c1ccc2c([n+]1CCCCCCCC)cccc2,-0.03,53,53
[Br-].[n+]1(CCCCCCCC)cccc2c1cccc2,-0.03,53,53
[Br-].[n+]1(CCCCCCCC)c2c(cccc2)ccc1,-0.03,53,53
[Br-].c1c2c([n+](cc1)CCCCCCCC)cccc2,-0.03,53,53
[Br-].c1ccc2c([n+]1CCCCCCCC)cccc2,-0.03,53,53
C(C[n+]1cccc2c1cccc2)CCCCCC.[Br-],-0.03,53,53
CCCCCCCC[n+]1ccccc1.[Cl-],1.27,54,54
C(CCCCC[n+]1ccccc1)CC.[Cl-],1.27,54,54
C(CCCCC)CC[n+]1ccccc1.[Cl-],1.27,54,54
C(CC)CCCCC[n+]1ccccc1.[Cl-],1.27,54,54
[Cl-].c1cc[n+](CCCCCCCC)cc1,1.27,54,54
C(CCCCC[n+]1ccccc1)CC.[Cl-],1.27,54,54
C(CCCC[n+]1ccccc1)CCC.[Cl-],1.27,54,54
[Cl-].c1c[n+](CCCCCCCC)ccc1,1.27,54,54
C(CC[n+]1ccccc1)CCCCC.[Cl-],1.27,54,54
[Cl-].c1[n+](cccc1)CCCCCCCC,1.27,54,54
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1.5905323035,55,55
C(CCCCCCC)n1cc[n+](C)c1.F[B-](F)(F)F,1.5905323035,55,55
C(CCn1c[n+](cc1)C)CCCCC.F[B-](F)(F)F,1.5905323035,55,55
[B-](F)(F)(F)F.[n+]1(ccn(CCCCCCCC)c1)C,1.5905323035,55,55
C(CCCCCn1c[n+](C)cc1)CC.F[B-](F)(F)F,1.5905323035,55,55
C(CCCCCCn1cc[n+](c1)C)C.[B-](F)(F)(F)F,1.5905323035,55,55
[B-](F)(F)(F)F.c1n(CCCCCCCC)cc[n+]1C,1.5905323035,55,55
C[n+]1ccn(c1)CCCCCCCC.F[B-](F)(F)F,1.5905323035,55,55
C(CCC)CCCCn1cc[n+](C)c1.F[B-](F)(F)F,1.5905323035,55,55
C(CCCn1c[n+](C)cc1)CCCC.F[B-](F)(F)F,1.5905323035,55,55
CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1.96,56,56
C(CCCCCC)Cn1c[n+](C)cc1.F[P-](F)(F)(F)(F)F,1.96,56,56
C(Cn1cc[n+](c1)C)CCCCCC.F[P-](F)(F)(F)(F)F,1.96,56,56
C[n+]1cn(CCCCCCCC)cc1.F[P-](F)(F)(F)(F)F,1.96,56,56
C(CCCCCCC)n1c[n+](cc1)C.F[P-](F)(F)(F)(F)F,1.96,56,56
CCCCCCCCn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F,1.96,56,56
F[P-](F)(F)(F)(F)F.c1n(CCCCCCCC)c[n+](C)c1,1.96,56,56
F[P-](F)(F)(F)(F)F.n1(c[n+](C)cc1)CCCCCCCC,1.96,56,56
C(CCCCCC)Cn1cc[n+](c1)C.F[P-](F)(F)(F)(F)F,1.96,56,56
C[n+]1ccn(c1)CCCCCCCC.F[P-](F)(F)(F)(F)F,1.96,56,56
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.64,57,57
C(CCCCCCC)n1cc[n+](C)c1.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F,1.64,57,57
C(CCCC)CCCn1cc[n+](c1)C.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O,1.64,57,57
S(C(F)(F)F)(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.n1(CCCCCCCC)c[n+](cc1)C,1.64,57,57
C(CCCn1cc[n+](C)c1)CCCC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,57,57
S(=O)(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F.n1(CCCCCCCC)c[n+](cc1)C,1.64,57,57
C(CCCC)CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.64,57,57
C(CCCCC)CCn1cc[n+](C)c1.C(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F,1.64,57,57
FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F.[n+]1(cn(CCCCCCCC)cc1)C,1.64,57,57
C(CCCCCn1cc[n+](C)c1)CC.C(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)(F)F,1.64,57,57
CCCCCCCCn1cc[n+](C)c1.[Cl-],2.0064186125,58,58
[Cl-].c1[n+](C)ccn1CCCCCCCC,2.0064186125,58,58
C(Cn1c[n+](cc1)C)CCCCCC.[Cl-],2.0064186125,58,58
C(CCCCCn1cc[n+](c1)C)CC.[Cl-],2.0064186125,58,58
CCCCCCCCn1c[n+](cc1)C.[Cl-],2.0064186125,58,58
C[n+]1cn(cc1)CCCCCCCC.[Cl-],2.0064186125,58,58
