IL SMILES,x_CO2,T/K,P/bar,Normalized SMILES,RANDOM,IL,ln(x_CO2)
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.6886,333.3,83.97,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,792,15,-0.373094728
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7627,313.3,83.6,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,793,15,-0.27089051
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7099,313.3,70.05,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,794,15,-0.342631164
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.6293,333.3,70.04,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,795,15,-0.463147188
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7516,298.2,60.13,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,796,15,-0.285551011
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.6556,313.3,56.76,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,797,15,-0.422204432
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.5746,333.3,55.99,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,798,15,-0.554081132
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7043,298.2,50.96,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,799,15,-0.350550877
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.575,313.3,42.96,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,800,15,-0.553385238
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.4937,333.3,42.56,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,801,15,-0.705827234
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.6423,298.2,41.67,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,802,15,-0.442699795
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.4508,313.3,28.88,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,803,15,-0.796731497
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.3822,333.3,28.59,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,804,15,-0.961811247
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.4519,298.2,22.74,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,805,15,-0.794294363
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.2467,333.3,16.23,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,806,15,-1.399582255
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.2775,313.3,14.96,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,807,15,-1.281934346
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.3021,298.2,13.26,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,808,15,-1.196997191
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.376,283.18,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,809,16,-0.978166136
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.376,283.18,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,810,16,-0.978166136
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.304,298.16,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,811,16,-1.190727578
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.304,298.16,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,812,16,-1.190727578
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.223,323.15,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,813,16,-1.500583508
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.223,323.15,13,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,814,16,-1.500583508
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.356,283.18,12,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,815,16,-1.032824548
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.286,298.16,12,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,816,16,-1.251763468
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.21,323.15,12,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,817,16,-1.560647748
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.334,283.18,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,818,16,-1.096614286
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.341,283.18,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,819,16,-1.075872802
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.268,298.16,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,820,16,-1.316768298
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.272,298.16,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,821,16,-1.301953213
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.196,323.15,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,822,16,-1.62964062
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.197,323.15,11,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,823,16,-1.62455155
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.31,283.18,10,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,824,16,-1.171182982
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.249,298.16,10,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,825,16,-1.390302383
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.182,323.15,10,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,826,16,-1.703748592
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.272,283.18,8.51,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,827,16,-1.301953213
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.219,298.16,8.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,828,16,-1.518683549
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.16,323.15,8.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,829,16,-1.832581464
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.231,283.18,7,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,830,16,-1.465337568
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.186,298.16,7,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,831,16,-1.682008605
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.135,323.15,6.99,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,832,16,-2.002480501
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.223,283.18,6,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,833,16,-1.500583508
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.168,298.16,6,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,834,16,-1.7837913
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.117,323.15,6,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,835,16,-2.145581344
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.186,283.18,5.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,836,16,-1.682008605
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.15,298.16,5.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,837,16,-1.897119985
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.109,323.15,5.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,838,16,-2.216407397
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.136,283.18,4,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,839,16,-1.995100393
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.111,298.16,4,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,840,16,-2.198225078
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0808,323.15,4,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,841,16,-2.515778313
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0842,283.18,2.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,842,16,-2.474560358
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0697,298.16,2.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,843,16,-2.663554961
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.052,323.15,2.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,844,16,-2.95651156
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0646,298.16,2,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,845,16,-2.739540868
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0402,323.15,2,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,846,16,-3.213888283
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0975,283.18,2,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,847,16,-2.327902901
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0344,283.18,1,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,848,16,-3.369698715
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0281,298.16,1,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,849,16,-3.571985703
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0221,323.15,1,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,850,16,-3.81217767
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0161,283.18,0.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,851,16,-4.128936007
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0126,298.16,0.5,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,852,16,-4.374058465
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0111,323.15,0.499,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,853,16,-4.500810171
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00958,298.16,0.199,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,854,16,-4.648077687
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.025,283.18,0.199,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,855,16,-3.688879454
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00401,323.15,0.198,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,856,16,-5.518964038
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00339,283.18,0.0991,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,857,16,-5.686925358
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00233,323.15,0.0991,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,858,16,-6.061887011
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00104,298.16,0.0989,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,859,16,-6.868534566
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000757,323.15,0.0743,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,860,16,-7.186147305
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00172,298.16,0.0732,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,861,16,-6.365430988
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00975,283.18,0.0731,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,862,16,-4.630487994
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000596,298.16,0.0484,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,863,16,-7.425269891
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00143,283.18,0.0484,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,864,16,-6.550080835
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00103,323.15,0.0481,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,865,16,-6.878196477
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00143,298.16,0.0144,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,866,16,-6.550080835
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000219,283.18,0.0128,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,867,16,-8.426438828
C(CCCCC)[N+]1=CC(=CC=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,6.48E-05,323.15,0.0105,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,868,16,-9.644204955
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,344.55,348,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,869,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,334.35,307,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,870,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8355,344.55,298,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,871,15,-0.179724931
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,324.15,260,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,872,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8355,334.35,258,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,873,15,-0.179724931
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.812,344.55,231,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,874,15,-0.208254939
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,314.05,220,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,875,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8355,324.15,216,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,876,15,-0.179724931
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.812,334.35,196,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,877,15,-0.208254939
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7867,344.55,175,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,878,15,-0.239908298
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8355,314.05,172,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,879,15,-0.179724931
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,303.85,170,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,880,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.812,324.15,153,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,881,15,-0.208254939
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8456,297.55,148,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,882,15,-0.167708844
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7867,334.35,141,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,883,15,-0.239908298
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8355,303.85,134,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,884,15,-0.179724931
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7536,344.55,128,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,885,15,-0.282893556
C(CCCCCCC)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.812,314.05,116,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,886,15,-0.208254939
