,Normalized SMILES,T/K,P,Mole,Index,P/bar,ln(x_CO2)
2794,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,363.15,16700,0.549,164,167,0.549
2795,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,353.15,14320,0.549,164,143.2,0.549
2796,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,343.15,11920,0.549,164,119.2,0.549
2797,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.15,9960,0.549,164,99.6,0.549
2798,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,323.15,7890,0.549,164,78.9,0.549
2799,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,313.15,6000,0.549,164,60,0.549
2800,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,303.15,4980,0.549,164,49.8,0.549
2801,CCCC[n+]1ccccc1.F[B-](F)(F)F,333.15,9580,0.549,50,95.8,0.549
2802,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.1,2807,0.548429179,14,28.07,0.548429179
2803,CC[N+](C)(CCO)CCO.[Cl-],328.15,1410,0.5482,35,14.1,0.5482
2804,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.2,6341,0.548,44,63.41,0.548
2805,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.16,2210,0.548,147,22.1,0.548
2806,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6341,0.5479,44,63.41,0.5479
2807,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4000,0.5475,2,40,0.5475
2808,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,3916,0.547236837,139,39.16,0.547236837
2809,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6981,0.5463,0,69.81,0.5463
2810,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.23,5160,0.546,108,51.6,0.546
2811,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6981,0.546,0,69.81,0.546
2812,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,5000,0.546,11,50,0.546
2813,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,5000,0.546,11,50,0.546
2814,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6048,0.5459,13,60.48,0.5459
2815,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,303.15,4240,0.545838008,119,42.4,0.545838008
2816,CC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,7000,0.5452,74,70,0.5452
2817,CC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3552.8,0.545,209,35.528,0.545
2818,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1,3188,0.545,13,31.88,0.545
2819,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,9630,0.545,13,96.3,0.545
2820,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,8720,0.545,13,87.2,0.545
2821,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,7900,0.545,13,79,0.545
2822,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,6990,0.545,13,69.9,0.545
2823,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6070,0.545,13,60.7,0.545
2824,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,5060,0.545,13,50.6,0.545
2825,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4150,0.545,13,41.5,0.545
2826,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,3030,0.545,13,30.3,0.545
2827,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1,3188,0.5446,13,31.88,0.5446
2828,CC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,5373.3,0.544,52,53.733,0.544
2829,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,323,3402,0.544,86,34.02,0.544
2830,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,293.15,3763,0.5436,124,37.63,0.5436
2831,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,344.55,16500,0.5435,41,165,0.5435
2832,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,334.35,12700,0.5435,41,127,0.5435
2833,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,324.15,9600,0.5435,41,96,0.5435
2834,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,314.05,7200,0.5435,41,72,0.5435
2835,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,303.85,5350,0.5435,41,53.5,0.5435
2836,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4253,0.5434,13,42.53,0.5434
2837,CC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,8000,0.5432,74,80,0.5432
2838,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,10680,0.5431,14,106.8,0.5431
2839,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,9450,0.5431,14,94.5,0.5431
2840,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,8300,0.5431,14,83,0.5431
2841,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,7160,0.5431,14,71.6,0.5431
2842,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6100,0.5431,14,61,0.5431
2843,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,5160,0.5431,14,51.6,0.5431
2844,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4250,0.5431,14,42.5,0.5431
2845,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,3360,0.5431,14,33.6,0.5431
2846,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,6940,0.543,0,69.4,0.543
2847,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,4745,0.543,2,47.45,0.543
2848,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,4745,0.543,2,47.45,0.543
2849,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4253,0.543,13,42.53,0.543
2850,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,19994.8,0.5428,0,199.948,0.5428
2851,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6680,0.5425,2,66.8,0.5425
2852,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6680,0.5425,2,66.8,0.5425
2853,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,258.2,1494,0.542458691,27,14.94,0.542458691
2854,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,8250,0.542,0,82.5,0.542
2855,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6680,0.542,2,66.8,0.542
2856,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,5654,0.542,21,56.54,0.542
2857,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,273.2,2240,0.541466781,27,22.4,0.541466781
2858,CC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,11000,0.5412,74,110,0.5412
2859,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,4071,0.541,40,40.71,0.541
2860,CC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3801.3,0.541,52,38.013,0.541
2861,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.15,9900,0.541,0,99,0.541
2862,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,4995,0.541,159,49.95,0.541
2863,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,2733,0.540548157,13,27.33,0.540548157
2864,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338,7495.7,0.5403,11,74.957,0.5403
2865,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,333.15,6407.3,0.54,16,64.073,0.54
2866,CC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,313.7,5790,0.54,22,57.9,0.54
2867,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,313.3,4740,0.54,62,47.4,0.54
2868,CCCCCCC(C)(C)C1=[N+](C)CCN1CCO.O=C([O-])C(F)(F)F,313.4,6670,0.54,76,66.7,0.54
2869,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,332.8,8290,0.54,85,82.9,0.54
2870,CC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4845,0.54,209,48.45,0.54
2871,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,8000,0.54,9,80,0.54
2872,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4151,0.54,13,41.51,0.54
2873,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,6000,0.54,27,60,0.54
2874,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.2,7877,0.54,42,78.77,0.54
2875,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.2,7877,0.54,42,78.77,0.54
2876,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,313.3,4740,0.54,62,47.4,0.54
2877,CC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,313.7,5790,0.54,22,57.9,0.54
2878,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,332.8,8290,0.54,85,82.9,0.54
2879,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,313.4,6670,0.54,171,66.7,0.54
2880,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,2820,0.5394,18,28.2,0.5394
2881,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282,1975.7,0.539,13,19.757,0.539
2882,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.9,1976.3,0.539,13,19.763,0.539
2883,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4155,0.539,13,41.55,0.539
2884,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.9,1976.3,0.539,13,19.763,0.539
2885,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282,1975.7,0.539,13,19.757,0.539
2886,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,2820,0.539,18,28.2,0.539
2887,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,6490,0.539,148,64.9,0.539
2888,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,5800,0.539,148,58,0.539
2889,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,5050,0.539,148,50.5,0.539
2890,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,4380,0.539,148,43.8,0.539
2891,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,3640,0.539,148,36.4,0.539
2892,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,3080,0.539,148,30.8,0.539
2893,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2320,0.539,148,23.2,0.539
2894,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1650,0.539,148,16.5,0.539
2895,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,6490,0.539,148,64.9,0.539
2896,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,5800,0.539,148,58,0.539
2897,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,5050,0.539,148,50.5,0.539
2898,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,4380,0.539,148,43.8,0.539
2899,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,3640,0.539,148,36.4,0.539
2900,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,3080,0.539,148,30.8,0.539
2901,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2320,0.539,148,23.2,0.539
2902,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1650,0.539,148,16.5,0.539
2903,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4546.5,0.539,150,45.465,0.539
2904,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4155,0.5386,13,41.55,0.5386
2905,COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,298.15,4115.6,0.538,51,41.156,0.538
2906,COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,298.15,4115.6,0.538,51,41.156,0.538
2907,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,17495.2,0.5375,0,174.952,0.5375
2908,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.2,9621,0.537122612,13,96.21,0.537122612
2909,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,333.3,9752,0.5371,42,97.52,0.5371
2910,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,6020,0.537,14,60.2,0.537
2911,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,312.6,3260,0.537,24,32.6,0.537
2912,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,343.2,5198,0.537,24,51.98,0.537
2913,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,7646,0.537,40,76.46,0.537
2914,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.15,3540,0.537,88,35.4,0.537
2915,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.32,4790,0.537,89,47.9,0.537
2916,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.32,4790,0.537,89,47.9,0.537
2917,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,333.3,9752,0.537,42,97.52,0.537
2918,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,298.15,3540,0.537,88,35.4,0.537
2919,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,344.55,11200,0.5367,42,112,0.5367
2920,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,334.35,9200,0.5367,42,92,0.5367
2921,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,324.15,7300,0.5367,42,73,0.5367
2922,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,314.05,5900,0.5367,42,59,0.5367
2923,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,303.85,4900,0.5367,42,49,0.5367
2924,CC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,15000,0.5367,74,150,0.5367
2925,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,2500,0.5365,2,25,0.5365
2926,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,6006,0.536,12,60.06,0.536
2927,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.24,7150,0.536,107,71.5,0.536
2928,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.24,7150,0.536,107,71.5,0.536
2929,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.2,3700,0.535,18,37,0.535
2930,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.2,3700,0.5349,18,37,0.5349
2931,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,2702,0.5345,13,27.02,0.5345
2932,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,2702,0.5345,13,27.02,0.5345
2933,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318,4995.5,0.5344,2,49.955,0.5344
2934,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318,4995.5,0.5344,11,49.955,0.5344
2935,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,4680,0.5344,18,46.8,0.5344
2936,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,3820,0.5344,18,38.2,0.5344
2937,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,3260,0.5344,18,32.6,0.5344
2938,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,2720,0.5344,18,27.2,0.5344
2939,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,2330,0.5344,18,23.3,0.5344
2940,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,300.25,2270,0.5344,18,22.7,0.5344
2941,CC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,14000,0.5342,74,140,0.5342
2942,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6318,0.534,2,63.18,0.534
2943,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3396,0.534,2,33.96,0.534
2944,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,6318,0.534,2,63.18,0.534
2945,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3396,0.534,2,33.96,0.534
2946,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.4,4649,0.534,13,46.49,0.534
2947,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.4,4649,0.534,13,46.49,0.534
2948,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.15,5689,0.534,21,56.89,0.534
2949,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,298.2,4524,0.534,42,45.24,0.534
2950,C[NH2+]CCO.O=C[O-],343.28,48511,0.534,175,485.11,0.534
2951,C[NH2+]CCO.O=C[O-],333.27,45617,0.534,175,456.17,0.534
2952,C[NH2+]CCO.O=C[O-],323.17,42016,0.534,175,420.16,0.534
2953,C[NH2+]CCO.O=C[O-],313.32,37662,0.534,175,376.62,0.534
2954,C[NH2+]CCO.O=C[O-],303.37,32578,0.534,175,325.78,0.534
2955,C[NH2+]CCO.O=C[O-],293.32,26849,0.534,175,268.49,0.534
2956,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.4,4649,0.5337,13,46.49,0.5337
2957,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,298.2,4524,0.5337,42,45.24,0.5337
2958,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.3,12197,0.5331,0,121.97,0.5331
2959,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.3,12197,0.533,0,121.97,0.533
2960,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3254,0.533,11,32.54,0.533
2961,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3254,0.533,11,32.54,0.533
2962,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2230,0.533,45,22.3,0.533
2963,CCCC[n+]1ccccc1.F[B-](F)(F)F,313.15,8380,0.533,50,83.8,0.533
2964,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,344.55,8000,0.5329,89,80,0.5329
2965,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,334.35,6500,0.5329,89,65,0.5329
2966,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,324.15,5200,0.5329,89,52,0.5329
2967,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,314.05,4200,0.5329,89,42,0.5329
2968,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,303.85,3200,0.5329,89,32,0.5329
2969,CCCC[n+]1ccccc1.F[B-](F)(F)F,323.15,8387,0.532,50,83.87,0.532
2970,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],373.15,45850,0.5319,129,458.5,0.5319
2971,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],363.15,42200,0.5319,129,422,0.5319
2972,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],353.15,39400,0.5319,129,394,0.5319
2973,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],343.15,36760,0.5319,129,367.6,0.5319
2974,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],333.15,33800,0.5319,129,338,0.5319
2975,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],313.15,30270,0.5319,129,302.7,0.5319
2976,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],323.15,26450,0.5319,129,264.5,0.5319
2977,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],303.15,22400,0.5319,129,224,0.5319
2978,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.2,9718,0.531865084,14,97.18,0.531865084
2979,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,14995.5,0.5317,0,149.955,0.5317
2980,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,5034,0.531,40,50.34,0.531
2981,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3003,0.531,15,30.03,0.531
2982,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,318.2,5183,0.531,124,51.83,0.531
2983,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.2,4818,0.531,124,48.18,0.531
2984,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,308.2,4642,0.531,124,46.42,0.531
2985,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.2,4449,0.531,124,44.49,0.531
