IL,IL SMILES,T/K,d_kg m-3,P/bar,Normalized SMILES,RANDOM
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1138.16,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14039
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,1134.71,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14040
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.15,1131.27,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14041
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,1127.85,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14042
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,328.15,1124.45,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14043
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,1121.07,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14044
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,338.15,1117.69,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14045
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,343.15,1114.33,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14046
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,348.15,1110.97,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14047
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1107.65,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14048
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,358.15,1104.32,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14049
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,363.15,1101.02,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14050
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.8,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14051
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.3,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14052
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,299.15,1145.1,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14053
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,299.15,1144.5,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14054
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,301.15,1143.7,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14055
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,301.15,1143.1,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14056
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,302.15,1143.0,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14057
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,302.15,1142.4,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14058
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,1142.3,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14059
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,1141.7,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14060
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,304.15,1141.5,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14061
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,304.15,1141.1,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14062
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,305.15,1140.8,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14063
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,305.15,1140.4,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14064
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,307.15,1139.5,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14065
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,307.15,1139.0,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14066
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1138.8,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14067
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1138.3,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14068
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,288.15,1151.49,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14069
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,289.15,1150.78,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14070
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,290.15,1150.08,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14071
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,291.15,1149.37,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14072
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,292.15,1148.66,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14073
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.15,1147.96,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14074
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,294.15,1147.25,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14075
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,295.15,1146.56,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14076
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,296.15,1145.85,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14077
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,297.15,1145.15,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14078
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1144.45,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14079
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,299.15,1143.75,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14080
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,300.15,1143.04,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14081
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,301.15,1142.34,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14082
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,302.15,1141.65,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14083
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,1140.96,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14084
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,304.15,1140.25,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14085
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,305.15,1139.56,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14086
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,306.15,1138.87,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14087
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,307.15,1138.16,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14088
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1137.48,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14089
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,309.15,1136.77,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14090
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,310.15,1136.08,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14091
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,311.15,1135.39,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14092
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,312.15,1134.7,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14093
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,1134.03,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14094
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,314.15,1133.33,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14095
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,315.15,1132.64,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14096
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,316.15,1131.95,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14097
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,317.15,1131.28,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14098
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.15,1130.59,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14099
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,319.15,1129.9,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14100
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,320.15,1129.22,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14101
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,321.15,1128.53,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14102
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,322.15,1127.87,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14103
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,1127.18,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14104
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.15,1148.8,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14105
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.3,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14106
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,1141.8,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14107
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1138.4,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14108
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,1135.0,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14109
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.15,1131.6,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14110
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.32,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14111
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.15,1138.51,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14112
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.15,1131.67,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14113
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,328.15,1124.89,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14114
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,338.15,1118.16,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14115
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,348.15,1111.47,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14116
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,358.15,1104.84,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14117
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,278.1,1159.81,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14118
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,288.1,1153.14,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14119
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.1,1146.18,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14120
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.1,1139.15,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14121
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.1,1132.31,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14122
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,328.1,1125.18,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14123
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,338.1,1118.54,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14124
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.25,5,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14125
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.13,1156.36,10,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14126
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1108.57,12,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14127
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.14,1095.46,15,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14128
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.17,1122.03,15,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14129
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.18,1149.52,16,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14130
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.18,1135.19,16,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14131
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.18,1151.14,50,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14132
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.14,1147.46,50,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14133
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.13,1097.53,51,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14134
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.11,1158.3,52,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14135
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1123.96,52,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14136
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.16,1110.71,52,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14137
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.11,1137.12,53,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14138
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.15,1153.49,100,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14139
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1113.33,102,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14140
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.15,1100.39,102,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14141
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.18,1139.46,103,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14142
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.16,1150.11,103,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14143
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1126.54,104,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14144
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.13,1160.79,106,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14145
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.16,1164.99,198,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14146
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1154.65,200,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14147
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.18,1158.16,201,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14148
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.16,1105.9,201,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14149
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.16,1118.53,202,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14150
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,1131.6,202,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14151
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.16,1144.39,204,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14152
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.16,1169.51,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14153
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.15,1111.19,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14154
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.17,1148.96,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14155
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,1136.4,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14156
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1123.5,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14157
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.17,1162.64,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14158
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.16,1159.11,300,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14159
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.17,1166.91,396,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14160
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.17,1173.73,397,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14161
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.18,1153.46,399,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14162
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1163.53,400,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14163
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.16,1116.43,401,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14164
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.14,1128.51,402,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14165
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1141.19,402,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14166
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.16,1178.07,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14167
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1145.63,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14168
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.15,1121.41,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14169
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.14,1133.18,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14170
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.15,1171.34,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14171
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,1157.86,500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14172
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1167.87,501,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14173
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.17,1172.15,600,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14174
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.13,1175.59,600,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14175
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.16,1126.3,601,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14176
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.13,1162.27,601,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14177
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1137.86,601,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14178
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.16,1182.28,601,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14179
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.17,1150.09,602,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14180
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.15,1130.95,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14181
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1142.3,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14182
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.13,1179.69,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14183
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.13,1166.44,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14184
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.17,1154.33,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14185
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1186.27,700,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14186
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.16,1176.35,701,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14187
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1190.06,796,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14188
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.13,1170.43,797,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14189
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.12,1183.74,799,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14190
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1180.34,800,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14191
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.14,1135.52,801,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14192
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.17,1158.61,802,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14193
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.13,1146.74,802,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14194
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1194.0,899,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14195
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,1150.84,900,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14196
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.12,1187.74,900,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14197
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1162.68,900,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14198
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.13,1174.58,900,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14199
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.14,1139.82,900,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14200
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.16,1184.32,904,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14201
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.16,1187.88,994,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14202
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.14,1191.49,997,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14203
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.12,1178.51,998,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14204
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1197.74,999,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14205
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.16,1154.92,1000,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14206
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,373.13,1144.01,1000,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14207
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.16,1166.77,1001,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14208
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1155.93,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14209
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,293.15,1148.67,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14210
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,1145.1,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14211
847,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,1134.64,1,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14212
