Td/K,IL,Normalized SMILES
498,1607,C(F)(F)(F)C(C(C(C(C(F)(c1ccc([B-](c2ccc(cc2)C(F)(F)C(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F)(c2ccc(cc2)C(F)(C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F)F)c2ccc(cc2)C(F)(C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)F)cc1)F)(F)F)(F)F)(F)F)(F)F.n1(cc[n+](CCCC)c1)C
498,1607,FC(F)(C(C(F)(F)C(F)(C(F)(F)C(F)(F)F)F)(F)F)C(c1ccc(cc1)[B-](c1ccc(cc1)C(F)(F)C(F)(F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(c1ccc(C(C(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F)(F)F)cc1)c1ccc(cc1)C(C(F)(F)C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F.[n+]1(CCCC)ccn(C)c1
498,1607,c1(ccc(cc1)C(F)(C(F)(C(F)(F)C(C(F)(F)C(F)(F)F)(F)F)F)F)[B-](c1ccc(C(F)(F)C(C(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)(F)F)(F)F)cc1)(c1ccc(cc1)C(C(F)(F)C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)(F)F)c1ccc(C(C(F)(F)C(F)(C(F)(F)C(C(F)(F)F)(F)F)F)(F)F)cc1.n1(C)c[n+](CCCC)cc1
498,1607,[n+]1(CCCC)ccn(C)c1.c1c(C(F)(C(C(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)F)ccc(c1)[B-](c1ccc(C(F)(C(F)(F)C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)F)cc1)(c1ccc(cc1)C(F)(F)C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)c1ccc(cc1)C(C(F)(F)C(C(C(F)(C(F)(F)F)F)(F)F)(F)F)(F)F
498,1607,C(C(F)(C(c1ccc(cc1)[B-](c1ccc(cc1)C(C(F)(C(F)(F)C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(c1ccc(cc1)C(C(F)(F)C(F)(C(F)(F)C(C(F)(F)F)(F)F)F)(F)F)c1ccc(C(F)(C(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F)F)cc1)(F)F)F)(F)(F)C(F)(C(C(C(F)(F)F)(F)F)(F)F)F.Cn1cc[n+](c1)CCCC
498,1607,C(F)(F)(C(F)(C(F)(F)F)F)C(C(F)(C(F)(c1ccc(cc1)[B-](c1ccc(cc1)C(C(F)(F)C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(c1ccc(cc1)C(F)(F)C(F)(F)C(C(C(F)(C(F)(C(F)(F)F)F)F)(F)F)(F)F)c1ccc(C(F)(F)C(C(F)(C(F)(F)C(C(F)(F)F)(F)F)F)(F)F)cc1)F)F)(F)F.c1c[n+](CCCC)cn1C
498,1607,FC(C(F)(C(F)(F)c1ccc(cc1)[B-](c1ccc(cc1)C(C(C(F)(C(C(F)(F)C(F)(F)F)(F)F)F)(F)F)(F)F)(c1ccc(C(C(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)F)(F)F)cc1)c1ccc(C(F)(F)C(F)(F)C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)cc1)F)(F)C(C(F)(F)C(F)(C(F)(F)F)F)(F)F.[n+]1(CCCC)ccn(c1)C
498,1607,C(F)(F)(C(F)(F)c1ccc([B-](c2ccc(cc2)C(F)(F)C(F)(F)C(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)F)(c2ccc(C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)F)F)cc2)c2ccc(cc2)C(C(F)(F)C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)cc1)C(F)(F)C(C(F)(F)C(F)(F)F)(F)F.C([n+]1cn(cc1)C)CCC
443,1608,CCCCCCCC[Si](C)(C)c1ccc([B-](c2ccc([Si](C)(C)CCCCCCCC)cc2)(c2ccc([Si](C)(C)CCCCCCCC)cc2)c2ccc([Si](C)(C)CCCCCCCC)cc2)cc1.CCCC[n+]1ccn(C)c1
443,1608,[n+]1(ccn(C)c1)CCCC.c1([Si](C)(CCCCCCCC)C)ccc([B-](c2ccc(cc2)[Si](C)(CCCCCCCC)C)(c2ccc(cc2)[Si](CCCCCCCC)(C)C)c2ccc([Si](C)(C)CCCCCCCC)cc2)cc1
443,1608,C(CCC[Si](c1ccc([B-](c2ccc(cc2)[Si](C)(C)CCCCCCCC)(c2ccc([Si](CCCCCCCC)(C)C)cc2)c2ccc(cc2)[Si](C)(C)CCCCCCCC)cc1)(C)C)CCCC.Cn1cc[n+](c1)CCCC
443,1608,C(CCC)CCCC[Si](c1ccc(cc1)[B-](c1ccc([Si](C)(C)CCCCCCCC)cc1)(c1ccc(cc1)[Si](C)(CCCCCCCC)C)c1ccc(cc1)[Si](C)(C)CCCCCCCC)(C)C.c1n(c[n+](c1)CCCC)C
443,1608,C[Si](CCCCCCCC)(C)c1ccc(cc1)[B-](c1ccc(cc1)[Si](C)(C)CCCCCCCC)(c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc([Si](C)(C)CCCCCCCC)cc1.c1n(c[n+](CCCC)c1)C
443,1608,C(CCCCC)CC[Si](C)(C)c1ccc([B-](c2ccc(cc2)[Si](C)(C)CCCCCCCC)(c2ccc([Si](C)(C)CCCCCCCC)cc2)c2ccc([Si](C)(C)CCCCCCCC)cc2)cc1.[n+]1(cn(C)cc1)CCCC
443,1608,C(CCC[Si](C)(C)c1ccc(cc1)[B-](c1ccc([Si](C)(CCCCCCCC)C)cc1)(c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(cc1)[Si](CCCCCCCC)(C)C)CCCC.[n+]1(cn(C)cc1)CCCC
443,1608,C(CC)C[n+]1cn(cc1)C.CCCCCCCC[Si](C)(c1ccc([B-](c2ccc([Si](CCCCCCCC)(C)C)cc2)(c2ccc([Si](CCCCCCCC)(C)C)cc2)c2ccc([Si](CCCCCCCC)(C)C)cc2)cc1)C
443,1608,C(C)CC[n+]1cn(cc1)C.[Si](CCCCCCCC)(C)(C)c1ccc(cc1)[B-](c1ccc(cc1)[Si](C)(CCCCCCCC)C)(c1ccc([Si](CCCCCCCC)(C)C)cc1)c1ccc(cc1)[Si](C)(CCCCCCCC)C
443,1608,C([n+]1cn(cc1)C)CCC.C[Si](C)(c1ccc([B-](c2ccc([Si](C)(C)CCCCCCCC)cc2)(c2ccc([Si](C)(C)CCCCCCCC)cc2)c2ccc([Si](C)(CCCCCCCC)C)cc2)cc1)CCCCCCCC
463,1609,CCCC[n+]1ccn(C)c1.C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
463,1609,C([Si](C)(c1ccc(cc1)[B-](c1ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)cc1)(c1ccc(cc1)[Si](CCC(F)(F)C(F)(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)F)(C)C)c1ccc([Si](CCC(C(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F)(F)F)(C)C)cc1)C)CC(C(F)(C(C(F)(C(C(F)(F)F)(F)F)F)(F)F)F)(F)F.c1n(cc[n+]1CCCC)C
463,1609,C(F)(F)(C(F)(F)C(C(F)(F)C(F)(F)F)(F)F)C(F)(F)CC[Si](c1ccc([B-](c2ccc(cc2)[Si](CCC(F)(C(F)(C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)F)F)(C)C)(c2ccc(cc2)[Si](C)(C)CCC(F)(F)C(F)(F)C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)c2ccc([Si](CCC(F)(F)C(F)(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)F)(C)C)cc2)cc1)(C)C.Cn1c[n+](cc1)CCCC
463,1609,C(CC[Si](C)(c1ccc(cc1)[B-](c1ccc([Si](CCC(F)(F)C(C(F)(C(C(F)(F)C(F)(F)F)(F)F)F)(F)F)(C)C)cc1)(c1ccc(cc1)[Si](C)(C)CCC(F)(F)C(C(F)(F)C(F)(C(F)(C(F)(F)F)F)F)(F)F)c1ccc([Si](CCC(F)(C(F)(F)C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)F)(C)C)cc1)C)(F)(F)C(F)(F)C(C(F)(F)C(F)(F)C(F)(F)F)(F)F.CCCC[n+]1cn(C)cc1
463,1609,C(C(F)(F)C(F)(F)F)(F)(C(F)(C(C(F)(F)CC[Si](C)(C)c1ccc([B-](c2ccc(cc2)[Si](C)(CCC(F)(C(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)F)C)(c2ccc(cc2)[Si](CCC(F)(C(C(F)(C(F)(F)C(C(F)(F)F)(F)F)F)(F)F)F)(C)C)c2ccc(cc2)[Si](C)(CCC(C(F)(F)C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)C)cc1)(F)F)F)F.[n+]1(CCCC)ccn(C)c1
463,1609,Cn1c[n+](CCCC)cc1.FC(F)(C(F)(F)C(F)(F)C(C(F)(C(F)(F)F)F)(F)F)CC[Si](C)(c1ccc(cc1)[B-](c1ccc([Si](CCC(F)(F)C(F)(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)F)(C)C)cc1)(c1ccc([Si](C)(CCC(C(F)(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)F)(F)F)C)cc1)c1ccc(cc1)[Si](C)(CCC(C(F)(C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)F)(F)F)C)C
463,1609,C(CCC)[n+]1cn(C)cc1.c1c([Si](C)(CCC(F)(C(F)(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)F)F)C)ccc([B-](c2ccc(cc2)[Si](C)(CCC(C(F)(C(F)(C(F)(C(C(F)(F)F)(F)F)F)F)F)(F)F)C)(c2ccc([Si](C)(CCC(F)(C(F)(F)C(C(F)(C(F)(C(F)(F)F)F)F)(F)F)F)C)cc2)c2ccc(cc2)[Si](C)(CCC(F)(F)C(F)(C(C(F)(C(C(F)(F)F)(F)F)F)(F)F)F)C)c1
463,1609,C[Si](CCC(F)(C(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)(F)F)F)(c1ccc([B-](c2ccc([Si](C)(CCC(C(F)(F)C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)C)cc2)(c2ccc([Si](C)(CCC(F)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C)cc2)c2ccc(cc2)[Si](C)(C)CCC(C(F)(C(F)(F)C(C(F)(F)C(F)(F)F)(F)F)F)(F)F)cc1)C.c1cn(C)c[n+]1CCCC
463,1609,FC(C(F)(F)C(F)(F)CC[Si](C)(c1ccc(cc1)[B-](c1ccc([Si](CCC(C(F)(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)F)(F)F)(C)C)cc1)(c1ccc(cc1)[Si](C)(CCC(F)(C(C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(F)F)F)C)c1ccc(cc1)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(C(F)(C(F)(F)F)F)(F)F)(C)C)C)(C(F)(C(C(F)(F)F)(F)F)F)F.n1(C)c[n+](CCCC)cc1
463,1609,FC(F)(C(C(F)(C(CC[Si](c1ccc([B-](c2ccc([Si](CCC(F)(F)C(F)(C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)F)(C)C)cc2)(c2ccc([Si](C)(C)CCC(F)(C(F)(C(F)(F)C(F)(C(F)(F)C(F)(F)F)F)F)F)cc2)c2ccc([Si](C)(CCC(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(C(F)(F)F)F)F)C)cc2)cc1)(C)C)(F)F)F)(F)F)C(F)(F)C(F)(F)F.n1(cc[n+](c1)CCCC)C
582,1610,CCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F
582,1610,CCCC[n+]1cn(cc1)C.FC(F)([B-](F)(F)F)C(F)(F)F
582,1610,C(C)CC[n+]1cn(cc1)C.FC(C(F)([B-](F)(F)F)F)(F)F
582,1610,C(CC)C[n+]1cn(C)cc1.FC(C(F)(F)[B-](F)(F)F)(F)F
582,1610,[B-](F)(F)(F)C(F)(C(F)(F)F)F.c1[n+](CCCC)ccn1C
582,1610,Cn1cc[n+](c1)CCCC.FC(F)(F)C(F)(F)[B-](F)(F)F
582,1610,FC(F)(C([B-](F)(F)F)(F)F)F.c1[n+](ccn1C)CCCC
582,1610,F[B-](F)(F)C(F)(F)C(F)(F)F.c1c[n+](cn1C)CCCC
582,1610,CCCC[n+]1ccn(C)c1.F[B-](F)(C(F)(C(F)(F)F)F)F
582,1610,CCCC[n+]1cn(C)cc1.FC(C(F)(F)F)(F)[B-](F)(F)F
698,1611,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
698,1611,S(=O)(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.c1n(cc[n+]1CCCC)C
698,1611,CCCC[n+]1cn(cc1)C.[N-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O
698,1611,C(CC)C[n+]1cn(C)cc1.FC(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F
698,1611,O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.[n+]1(CCCC)cn(cc1)C
698,1611,CCCC[n+]1cn(cc1)C.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F
698,1611,O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.n1(cc[n+](c1)CCCC)C
698,1611,C(C[n+]1ccn(C)c1)CC.FC(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O
698,1611,O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O.[n+]1(CCCC)ccn(C)c1
698,1611,C(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)(F)F.c1n(cc[n+]1CCCC)C
593,1612,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
593,1612,FC(C(F)(F)C(F)(F)C(F)(F)F)(S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(C(F)(C(F)(F)F)F)F)=O)F.n1(c[n+](cc1)CCCC)C
593,1612,C(CC[n+]1cn(C)cc1)C.C(F)(S([N-]S(=O)(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)=O)(=O)=O)(C(F)(F)C(F)(F)C(F)(F)F)F
593,1612,C(C[n+]1cn(cc1)C)CC.C(F)(F)(F)C(C(C(S(=O)(=O)[N-]S(=O)(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)=O)(F)F)(F)F)(F)F
593,1612,C(CC)C[n+]1ccn(C)c1.O=S([N-]S(C(F)(C(F)(C(C(F)(F)F)(F)F)F)F)(=O)=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O
593,1612,CCCC[n+]1cn(cc1)C.FC(C(F)(C(F)(F)F)F)(C(S([N-]S(=O)(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)=O)(=O)=O)(F)F)F
593,1612,FC(F)(C(F)(F)C(F)(C(F)(F)S(=O)([N-]S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(=O)=O)=O)F)F.c1n(c[n+](c1)CCCC)C
593,1612,FC(C(F)(F)C(F)(F)F)(F)C(F)(S(=O)([N-]S(=O)(=O)C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)=O)F.n1(C)cc[n+](CCCC)c1
593,1612,CCCC[n+]1ccn(C)c1.[N-](S(C(F)(F)C(C(F)(C(F)(F)F)F)(F)F)(=O)=O)S(=O)(C(C(F)(C(F)(C(F)(F)F)F)F)(F)F)=O
593,1612,S([N-]S(=O)(=O)C(F)(C(F)(C(C(F)(F)F)(F)F)F)F)(=O)(=O)C(F)(C(F)(F)C(C(F)(F)F)(F)F)F.c1n(cc[n+]1CCCC)C
540,1613,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])c1ccc2c(c1)OCCOCCOCCOCCO2
540,1613,Cn1cc[n+](c1)CCCC.O=S([O-])(c1ccc2c(OCCOCCOCCOCCO2)c1)=O
540,1613,C1COc2c(OCCOCCOCCO1)cc(cc2)S(=O)([O-])=O.c1[n+](CCCC)ccn1C
540,1613,C([n+]1cn(C)cc1)CCC.c12c(OCCOCCOCCOCCO2)cc(S([O-])(=O)=O)cc1
540,1613,C(C)CC[n+]1cn(C)cc1.O1c2c(OCCOCCOCCOCC1)cc(cc2)S([O-])(=O)=O
540,1613,C([n+]1cn(cc1)C)CCC.C1COCCOCCOc2ccc(S([O-])(=O)=O)cc2OCCO1
540,1613,CCCC[n+]1ccn(C)c1.O=S([O-])(=O)c1cc2OCCOCCOCCOCCOc2cc1
540,1613,C(CC[n+]1ccn(C)c1)C.c1c2c(OCCOCCOCCOCCO2)cc(S(=O)([O-])=O)c1
540,1613,C1COCCOCCOc2c(OCCO1)cc(S(=O)(=O)[O-])cc2.n1(cc[n+](c1)CCCC)C
540,1613,c1[n+](CCCC)ccn1C.c1c(S(=O)(=O)[O-])cc2c(c1)OCCOCCOCCOCCO2
663,1614,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F
663,1614,[P-](F)(F)(F)(F)(F)F.n1(C)c[n+](CCCC)cc1
663,1614,Cn1c[n+](cc1)CCCC.F[P-](F)(F)(F)(F)F
663,1614,F[P-](F)(F)(F)(F)F.c1[n+](CCCC)ccn1C
663,1614,Cn1cc[n+](CCCC)c1.F[P-](F)(F)(F)(F)F
663,1614,F[P-](F)(F)(F)(F)F.c1[n+](CCCC)ccn1C
663,1614,C(CCC)[n+]1cn(cc1)C.F[P-](F)(F)(F)(F)F
663,1614,Cn1c[n+](cc1)CCCC.F[P-](F)(F)(F)(F)F
663,1614,F[P-](F)(F)(F)(F)F.c1cn(C)c[n+]1CCCC
663,1614,F[P-](F)(F)(F)(F)F.c1c[n+](CCCC)cn1C
553,1615,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1
553,1615,C(CC)C[n+]1cn(cc1)C.O=C([O-])c1ccccc1
553,1615,C(C)CC[n+]1ccn(c1)C.O=C([O-])c1ccccc1
553,1615,Cn1cc[n+](CCCC)c1.c1ccccc1C([O-])=O
553,1615,c1cc(ccc1)C([O-])=O.c1cn(c[n+]1CCCC)C
553,1615,C(C)CC[n+]1ccn(C)c1.c1ccc(C([O-])=O)cc1
553,1615,C(CC)C[n+]1ccn(C)c1.c1ccccc1C([O-])=O
553,1615,Cn1c[n+](CCCC)cc1.c1ccccc1C([O-])=O
553,1615,Cn1c[n+](CCCC)cc1.c1cc(ccc1)C([O-])=O
553,1615,c1[n+](ccn1C)CCCC.c1ccc(cc1)C([O-])=O
568,1616,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
568,1616,C(C[n+]1ccn(C)c1)(C)C.FC(S([N-]S(=O)(C(F)(F)C(C(F)(F)C(F)(F)F)(F)F)=O)(=O)=O)(C(F)(C(F)(F)C(F)(F)F)F)F
568,1616,FC(F)(C(F)(F)F)C(F)(C(F)(F)S([N-]S(C(F)(C(F)(F)C(F)(F)C(F)(F)F)F)(=O)=O)(=O)=O)F.n1(C)c[n+](CC(C)C)cc1
568,1616,FC(C(F)(C(C(F)(F)F)(F)F)F)(S(=O)(=O)[N-]S(=O)(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)=O)F.c1n(C)cc[n+]1CC(C)C
568,1616,C(C(C(F)(F)F)(F)F)(F)(F)C(F)(S(=O)(=O)[N-]S(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)(=O)=O)F.c1c[n+](CC(C)C)cn1C
568,1616,CC(C)C[n+]1ccn(c1)C.O=S(=O)([N-]S(=O)(C(F)(C(F)(F)C(F)(C(F)(F)F)F)F)=O)C(F)(C(F)(C(F)(F)C(F)(F)F)F)F
568,1616,CC(C[n+]1cn(C)cc1)C.O=S([N-]S(C(F)(F)C(C(F)(F)C(F)(F)F)(F)F)(=O)=O)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)=O
568,1616,CC(C)C[n+]1ccn(C)c1.FC(C(S([N-]S(C(F)(C(F)(C(F)(F)C(F)(F)F)F)F)(=O)=O)(=O)=O)(F)F)(C(C(F)(F)F)(F)F)F
568,1616,CC(C)C[n+]1ccn(C)c1.S(=O)(C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O)=O
568,1616,Cn1c[n+](CC(C)C)cc1.FC(C(F)(C(F)(S([N-]S(=O)(C(F)(F)C(F)(C(F)(F)C(F)(F)F)F)=O)(=O)=O)F)F)(F)C(F)(F)F
568,1617,CCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
568,1617,C([n+]1ccn(C)c1)CCCC.FC(S(=O)(=O)[N-]S(C(F)(F)C(F)(C(F)(C(F)(F)F)F)F)(=O)=O)(C(F)(C(F)(C(F)(F)F)F)F)F
568,1617,C(C(C(F)(S([N-]S(=O)(=O)C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(=O)=O)F)(F)F)(C(F)(F)F)(F)F.C(C[n+]1ccn(c1)C)CCC
568,1617,Cn1cc[n+](CCCCC)c1.FC(F)(C(F)(F)C(F)(C(F)(F)S(=O)([N-]S(=O)(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)=O)=O)F)F
568,1617,FC(C(C(F)(C(S([N-]S(C(C(F)(F)C(C(F)(F)F)(F)F)(F)F)(=O)=O)(=O)=O)(F)F)F)(F)F)(F)F.c1c[n+](CCCCC)cn1C
568,1617,C(C[n+]1ccn(c1)C)CCC.C(S(=O)([N-]S(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(=O)=O)=O)(C(F)(F)C(C(F)(F)F)(F)F)(F)F
568,1617,C(CC[n+]1ccn(c1)C)CC.O=S(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)C(F)(F)C(F)(F)F)F
568,1617,C(F)(F)(S([N-]S(=O)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)=O)(=O)=O)C(F)(C(C(F)(F)F)(F)F)F.Cn1cc[n+](CCCCC)c1
568,1617,Cn1c[n+](CCCCC)cc1.O=S([N-]S(=O)(=O)C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)=O
568,1617,C(F)(C(F)(F)F)(F)C(C(F)(S(=O)([N-]S(=O)(C(F)(F)C(F)(F)C(F)(C(F)(F)F)F)=O)=O)F)(F)F.CCCCC[n+]1ccn(c1)C
566,1618,COCCOCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F
566,1618,COCCOCC[n+]1cn(cc1)C.[B-](C(C(F)(F)F)(F)F)(F)(F)F
566,1618,FC(F)(C(F)(F)[B-](F)(F)F)F.[n+]1(cn(C)cc1)CCOCCOC
566,1618,C(C(F)(F)[B-](F)(F)F)(F)(F)F.C(OCCOC)C[n+]1ccn(c1)C
566,1618,FC(F)(F)C([B-](F)(F)F)(F)F.[n+]1(CCOCCOC)ccn(C)c1
566,1618,C(COCCOC)[n+]1cn(cc1)C.FC(F)(C(F)(F)F)[B-](F)(F)F
566,1618,C(OCCOC)C[n+]1cn(C)cc1.FC(F)(C(F)(F)F)[B-](F)(F)F
566,1618,FC(C([B-](F)(F)F)(F)F)(F)F.c1n(c[n+](CCOCCOC)c1)C
566,1618,FC(F)(C([B-](F)(F)F)(F)F)F.[n+]1(ccn(c1)C)CCOCCOC
566,1618,F[B-](F)(C(F)(C(F)(F)F)F)F.[n+]1(CCOCCOC)ccn(c1)C
511,1619,COCCOCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F
511,1619,FC(F)(F)[B-](F)(F)F.O(CCOC)CC[n+]1cn(C)cc1
511,1619,[B-](C(F)(F)F)(F)(F)F.c1n(C)c[n+](c1)CCOCCOC
511,1619,[B-](F)(F)(F)C(F)(F)F.n1(C)c[n+](cc1)CCOCCOC
511,1619,FC(F)([B-](F)(F)F)F.c1cn(C)c[n+]1CCOCCOC
511,1619,F[B-](C(F)(F)F)(F)F.c1c[n+](CCOCCOC)cn1C
511,1619,C(C[n+]1ccn(C)c1)OCCOC.[B-](C(F)(F)F)(F)(F)F
511,1619,COCCOCC[n+]1cn(C)cc1.FC(F)(F)[B-](F)(F)F
511,1619,F[B-](C(F)(F)F)(F)F.c1[n+](ccn1C)CCOCCOC
511,1619,FC([B-](F)(F)F)(F)F.O(CC[n+]1cn(C)cc1)CCOC
526,1620,CCCCCC[n+]1ccn(C)c1.[Cl-]
526,1620,CCCCCC[n+]1cn(cc1)C.[Cl-]
526,1620,C([n+]1ccn(c1)C)CCCCC.[Cl-]
526,1620,C([n+]1ccn(c1)C)CCCCC.[Cl-]
526,1620,CCCCCC[n+]1cn(cc1)C.[Cl-]
526,1620,C(CCCC)C[n+]1ccn(C)c1.[Cl-]
526,1620,C([n+]1ccn(c1)C)CCCCC.[Cl-]
526,1620,Cn1cc[n+](CCCCCC)c1.[Cl-]
526,1620,C(CCCC)C[n+]1ccn(c1)C.[Cl-]
526,1620,[Cl-].n1(C)cc[n+](CCCCCC)c1
682,1621,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
682,1621,F[B-](F)(F)F.c1[n+](CCCCCC)cn(C)c1
682,1621,CCCCCC[n+]1cn(C)cc1.F[B-](F)(F)F
682,1621,F[B-](F)(F)F.c1c[n+](CCCCCC)cn1C
682,1621,C(C[n+]1cn(cc1)C)CCCC.F[B-](F)(F)F
682,1621,F[B-](F)(F)F.c1n(C)cc[n+]1CCCCCC
682,1621,C(CCCCC)[n+]1ccn(c1)C.[B-](F)(F)(F)F
682,1621,Cn1c[n+](CCCCCC)cc1.F[B-](F)(F)F
682,1621,F[B-](F)(F)F.c1[n+](CCCCCC)ccn1C
682,1621,C(CCC)CC[n+]1ccn(C)c1.F[B-](F)(F)F
579,1622,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F
579,1622,C(CCCC[n+]1cn(C)cc1)C.FC(F)(F)C(F)(F)[B-](F)(F)F
579,1622,C(F)([B-](F)(F)F)(C(F)(F)F)F.c1c[n+](CCCCCC)cn1C
579,1622,C(F)(C([B-](F)(F)F)(F)F)(F)F.c1[n+](CCCCCC)ccn1C
579,1622,Cn1cc[n+](CCCCCC)c1.FC(C([B-](F)(F)F)(F)F)(F)F
579,1622,C(CCC)CC[n+]1cn(cc1)C.FC(F)(C([B-](F)(F)F)(F)F)F
