Tg/K,IL,Normalized SMILES
191,359,O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O.[n+]1(CCCCCC)cc(ccc1)C
191,359,Cc1c[n+](CCCCCC)ccc1.S(C(F)(F)F)(=O)(=O)[N-]S(C(F)(F)F)(=O)=O
191,359,FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F.[n+]1(CCCCCC)cc(ccc1)C
191,359,FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F.c1cc[n+](CCCCCC)cc1C
191,359,[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F.c1(C)ccc[n+](c1)CCCCCC
191,359,C(CC[n+]1cc(C)ccc1)CCC.C(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)(F)F
191,359,C(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)(F)F.[n+]1(CCCCCC)cc(C)ccc1
191,359,C(C[n+]1cccc(C)c1)CCCC.FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F
191,359,Cc1c[n+](ccc1)CCCCCC.S(=O)([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F
191,359,O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1cc(c[n+](c1)CCCCCC)C
197,360,FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.c1c(C)c[n+](cc1C)CCCCCC
197,360,C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)(F)F.[n+]1(CCCCCC)cc(cc(c1)C)C
197,360,C(CCC)CC[n+]1cc(cc(c1)C)C.S(=O)(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F
197,360,FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.c1c(C)c[n+](cc1C)CCCCCC
197,360,O=S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O.c1c(c[n+](cc1C)CCCCCC)C
197,360,C(CCCCC)[n+]1cc(cc(C)c1)C.C(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F
197,360,C(C)CCCC[n+]1cc(cc(c1)C)C.FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F
197,360,C(CC)CCC[n+]1cc(cc(C)c1)C.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F
197,360,O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.c1c(cc(C)c[n+]1CCCCCC)C
197,360,C(CCC[n+]1cc(C)cc(C)c1)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
207,361,C([n+]1c(c(C)cc(c1)C)CC)CCCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O
207,361,CCc1[n+](CCCCCC)cc(cc1C)C.S(=O)(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F
207,361,CCc1[n+](CCCCCC)cc(cc1C)C.S(=O)([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
207,361,Cc1cc(c[n+](c1CC)CCCCCC)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O
207,361,O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.c1c(C)c(CC)[n+](CCCCCC)cc1C
207,361,FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.c1(c(C)cc(c[n+]1CCCCCC)C)CC
207,361,C(CCC)CC[n+]1cc(C)cc(c1CC)C.C(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F
207,361,C(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)(F)F.CCc1c(cc(C)c[n+]1CCCCCC)C
207,361,C(CCCCC)[n+]1c(CC)c(cc(c1)C)C.S(=O)([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
207,361,Cc1c(CC)[n+](CCCCCC)cc(C)c1.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O
206,362,C(CC)c1c(CC)cc(CC)c[n+]1CCCCCC.[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F
206,362,C(C[n+]1c(CCC)c(cc(CC)c1)CC)CCCC.O=S(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F
206,362,C(c1cc(c([n+](c1)CCCCCC)CCC)CC)C.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O
206,362,C(c1cc(CC)c[n+](CCCCCC)c1CCC)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
206,362,C(CC[n+]1c(c(CC)cc(CC)c1)CCC)CCC.O=S(C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)F)=O
206,362,FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.c1c(c(CCC)[n+](CCCCCC)cc1CC)CC
206,362,CCCc1[n+](cc(CC)cc1CC)CCCCCC.FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F
206,362,C(c1c[n+](c(CCC)c(CC)c1)CCCCCC)C.FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F
206,362,C(C)c1c[n+](CCCCCC)c(CCC)c(c1)CC.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O
206,362,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1(CC)cc(c[n+](c1CCC)CCCCCC)CC
204,363,C(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)(F)F.c1cc(N(C)C)cc[n+]1CCCCCC
204,363,O=S([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F.c1[n+](ccc(N(C)C)c1)CCCCCC
204,363,C(CC)CCC[n+]1ccc(cc1)N(C)C.S(=O)(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
204,363,CN(c1cc[n+](cc1)CCCCCC)C.O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O
204,363,S(=O)(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O.c1[n+](ccc(N(C)C)c1)CCCCCC
204,363,C(CCCCC)[n+]1ccc(N(C)C)cc1.C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)(F)F
204,363,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc(N(C)C)cc[n+]1CCCCCC
204,363,FC(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O.c1(N(C)C)cc[n+](cc1)CCCCCC
204,363,C(F)(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.CN(C)c1cc[n+](CCCCCC)cc1
204,363,O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.[n+]1(ccc(N(C)C)cc1)CCCCCC
271,364,C([n+]1cc(c(cc1)N(C)C)C)CCCCC.[Br-]
271,364,[Br-].c1(C)c(N(C)C)cc[n+](CCCCCC)c1
271,364,[Br-].c1c(C)c(cc[n+]1CCCCCC)N(C)C
271,364,[Br-].[n+]1(CCCCCC)ccc(N(C)C)c(c1)C
271,364,[Br-].c1c(C)c(cc[n+]1CCCCCC)N(C)C
271,364,C([n+]1ccc(c(c1)C)N(C)C)CCCCC.[Br-]
271,364,[Br-].c1cc(c(C)c[n+]1CCCCCC)N(C)C
271,364,[Br-].c1cc(c(C)c[n+]1CCCCCC)N(C)C
271,364,[Br-].c1cc(N(C)C)c(C)c[n+]1CCCCCC
271,364,CN(C)c1c(c[n+](cc1)CCCCCC)C.[Br-]
201,365,O=S([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F.c1[n+](CCCCCC)ccc(c1C)N(C)C
201,365,CCCCCC[n+]1cc(c(cc1)N(C)C)C.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F
201,365,C(CCC)CC[n+]1ccc(N(C)C)c(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F
201,365,C(F)(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.CN(c1c(c[n+](CCCCCC)cc1)C)C
201,365,C(C[n+]1cc(c(cc1)N(C)C)C)CCCC.FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O
201,365,FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F.c1[n+](cc(C)c(c1)N(C)C)CCCCCC
201,365,FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O.[n+]1(CCCCCC)cc(C)c(N(C)C)cc1
201,365,Cc1c[n+](CCCCCC)ccc1N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
201,365,FC(F)(F)S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O.c1(C)c(N(C)C)cc[n+](CCCCCC)c1
201,365,CCCCCC[n+]1cc(c(cc1)N(C)C)C.FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F
306,366,N1(CCC(CC1)C)c1cc[n+](cc1)CCCCCC.[Br-]
306,366,CCCCCC[n+]1ccc(N2CCC(CC2)C)cc1.[Br-]
306,366,C(CCCCC)[n+]1ccc(N2CCC(C)CC2)cc1.[Br-]
306,366,[Br-].[n+]1(CCCCCC)ccc(cc1)N1CCC(CC1)C
306,366,C(C)CCCC[n+]1ccc(N2CCC(CC2)C)cc1.[Br-]
306,366,N1(c2cc[n+](CCCCCC)cc2)CCC(C)CC1.[Br-]
306,366,[Br-].c1[n+](ccc(N2CCC(C)CC2)c1)CCCCCC
306,366,[Br-].c1c[n+](ccc1N1CCC(CC1)C)CCCCCC
306,366,[Br-].c1[n+](ccc(c1)N1CCC(CC1)C)CCCCCC
306,366,C(CCCCC)[n+]1ccc(N2CCC(C)CC2)cc1.[Br-]
218,367,C(CC[n+]1ccc(N2CCC(CC2)C)cc1)CCC.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
218,367,C1CC(C)CCN1c1cc[n+](cc1)CCCCCC.FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O
218,367,FC(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F.c1[n+](ccc(N2CCC(C)CC2)c1)CCCCCC
218,367,FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F.c1[n+](ccc(c1)N1CCC(CC1)C)CCCCCC
218,367,C1(C)CCN(c2cc[n+](CCCCCC)cc2)CC1.FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F
218,367,CCCCCC[n+]1ccc(cc1)N1CCC(CC1)C.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
218,367,CCCCCC[n+]1ccc(cc1)N1CCC(C)CC1.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
218,367,C1C(C)CCN(c2cc[n+](cc2)CCCCCC)C1.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
218,367,C(CCCC[n+]1ccc(cc1)N1CCC(C)CC1)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
218,367,FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F.c1c(cc[n+](CCCCCC)c1)N1CCC(C)CC1
193,368,C(CCCCCC[n+]1cccc(c1)C)C.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
193,368,C(CCCCC)CC[n+]1cccc(c1)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
193,368,C(F)(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F.c1cc[n+](CCCCCCCC)cc1C
193,368,C(CC)CCCCC[n+]1cccc(c1)C.FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F
193,368,C(CCC[n+]1cc(C)ccc1)CCCC.[N-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O
193,368,C(C)CCCCCC[n+]1cc(C)ccc1.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
193,368,FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F.c1(C)ccc[n+](c1)CCCCCCCC
193,368,C(F)(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F.c1c[n+](CCCCCCCC)cc(C)c1
193,368,CCCCCCCC[n+]1cccc(C)c1.S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)(=O)=O
193,368,S([N-]S(=O)(C(F)(F)F)=O)(=O)(C(F)(F)F)=O.[n+]1(CCCCCCCC)cccc(C)c1
240,369,[Cl-].c1c[n+](ccc1)CC1OC1
240,369,O1C(C1)C[n+]1ccccc1.[Cl-]
240,369,[Cl-].[n+]1(ccccc1)CC1OC1
240,369,[Cl-].c1cc[n+](CC2CO2)cc1
240,369,[Cl-].c1cccc[n+]1CC1CO1
240,369,C([n+]1ccccc1)C1CO1.[Cl-]
240,369,C([n+]1ccccc1)C1OC1.[Cl-]
240,369,[Cl-].[n+]1(ccccc1)CC1CO1
240,369,O1C(C[n+]2ccccc2)C1.[Cl-]
240,369,[Cl-].c1[n+](cccc1)CC1OC1
213,370,NCC(O)C[n+]1ccccc1.[Cl-]
213,370,C(C(CN)O)[n+]1ccccc1.[Cl-]
213,370,OC(CN)C[n+]1ccccc1.[Cl-]
213,370,[Cl-].[n+]1(CC(CN)O)ccccc1
213,370,C(C(O)C[n+]1ccccc1)N.[Cl-]
213,370,[Cl-].c1c[n+](CC(O)CN)ccc1
213,370,OC(CN)C[n+]1ccccc1.[Cl-]
213,370,[Cl-].[n+]1(CC(O)CN)ccccc1
213,370,[Cl-].c1[n+](CC(CN)O)cccc1
213,370,C(O)(CN)C[n+]1ccccc1.[Cl-]
218,371,O(CC)C(N)C(O)C[n+]1ccccc1.[Cl-]
218,371,C([n+]1ccccc1)C(C(N)OCC)O.[Cl-]
218,371,[Cl-].c1cccc[n+]1CC(O)C(N)OCC
218,371,[Cl-].c1[n+](cccc1)CC(C(N)OCC)O
218,371,C(C(C(OCC)N)O)[n+]1ccccc1.[Cl-]
218,371,C(N)(C(C[n+]1ccccc1)O)OCC.[Cl-]
218,371,[Cl-].c1c[n+](ccc1)CC(O)C(N)OCC
218,371,O(CC)C(N)C(C[n+]1ccccc1)O.[Cl-]
218,371,[Cl-].c1[n+](CC(C(N)OCC)O)cccc1
218,371,C(C[n+]1ccccc1)(O)C(OCC)N.[Cl-]
214,372,FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F.c1nc(ccc1)-c1[n+](cccc1)CCCC
214,372,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.c1cnc(cc1)-c1cccc[n+]1CCCC
214,372,O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.[n+]1(c(-c2ccccn2)cccc1)CCCC
214,372,CCCC[n+]1ccccc1-c1ccccn1.FC(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F
214,372,CCCC[n+]1c(cccc1)-c1ccccn1.FC(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)F
214,372,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.c1cccnc1-c1cccc[n+]1CCCC
214,372,FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F.c1nc(ccc1)-c1[n+](cccc1)CCCC
214,372,FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1(-c2ncccc2)cccc[n+]1CCCC
214,372,C(F)(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1c(-c2ccccn2)[n+](ccc1)CCCC
214,372,FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O.c1c(nccc1)-c1cccc[n+]1CCCC
188,373,S(=O)(C(F)(F)C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F.c1c2c(cc[n+]1CCCC)cccc2
188,373,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.c12ccccc2c[n+](cc1)CCCC
188,373,C(S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)(C(F)(F)F)(F)F.CCCC[n+]1ccc2c(cccc2)c1
188,373,C([n+]1ccc2c(c1)cccc2)CCC.FC(C(F)(F)S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(=O)=O)(F)F
188,373,C(C(F)(F)F)(F)(F)S(=O)(=O)[N-]S(C(F)(F)C(F)(F)F)(=O)=O.C(CCC)[n+]1cc2ccccc2cc1
188,373,FC(F)(F)C(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)=O.c12c(cccc1)c[n+](CCCC)cc2
188,373,S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(C(F)(F)F)(F)F)(=O)=O.c1[n+](CCCC)cc2c(cccc2)c1
188,373,CCCC[n+]1cc2ccccc2cc1.FC(C(F)(F)F)(S(=O)(=O)[N-]S(C(F)(C(F)(F)F)F)(=O)=O)F
188,373,FC(F)(C(F)(F)F)S(=O)(=O)[N-]S(C(F)(F)C(F)(F)F)(=O)=O.c1c2ccccc2c[n+](c1)CCCC
188,373,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F)(F)C(F)(F)F.c1ccc2c[n+](CCCC)ccc2c1
189,374,C(F)(F)(C(S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(=O)=O)(F)F)F.c1[n+](cc2c(c1)cccc2)CCCCCC
189,374,C(CCCC)C[n+]1ccc2ccccc2c1.C(F)(F)(F)C(F)(F)S(=O)(=O)[N-]S(C(C(F)(F)F)(F)F)(=O)=O
189,374,[N-](S(C(C(F)(F)F)(F)F)(=O)=O)S(=O)(=O)C(C(F)(F)F)(F)F.[n+]1(ccc2ccccc2c1)CCCCCC
189,374,O=S(C(F)(F)C(F)(F)F)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O.c1c[n+](CCCCCC)cc2ccccc21
189,374,C(CCC)CC[n+]1cc2ccccc2cc1.S(=O)(C(C(F)(F)F)(F)F)(=O)[N-]S(C(C(F)(F)F)(F)F)(=O)=O
189,374,FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F.c1c[n+](cc2c1cccc2)CCCCCC
189,374,C(S(=O)([N-]S(C(F)(C(F)(F)F)F)(=O)=O)=O)(C(F)(F)F)(F)F.c1ccc2cc[n+](CCCCCC)cc2c1
189,374,C(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F)(C(F)(F)F)F.c1[n+](ccc2ccccc12)CCCCCC
189,374,C(F)(F)(C(S(=O)(=O)[N-]S(C(F)(F)C(F)(F)F)(=O)=O)(F)F)F.c12c[n+](ccc2cccc1)CCCCCC
189,374,O=S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)C(F)(C(F)(F)F)F.c12c(cccc2)c[n+](cc1)CCCCCC
218,375,[N-](S(=O)(C(F)(C(F)(F)F)F)=O)S(C(F)(F)C(F)(F)F)(=O)=O.c1[n+](ccc2c1cccc2)CCCCCCCC
218,375,S(=O)(C(C(F)(F)F)(F)F)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F.c12c[n+](ccc1cccc2)CCCCCCCC
218,375,FC(F)(F)C(F)(S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)F.c1c[n+](cc2ccccc21)CCCCCCCC
218,375,C(CCCC)CCC[n+]1cc2ccccc2cc1.FC(C(F)(F)S(=O)([N-]S(=O)(C(C(F)(F)F)(F)F)=O)=O)(F)F
218,375,FC(F)(F)C(F)(S(=O)([N-]S(=O)(=O)C(F)(C(F)(F)F)F)=O)F.c1cccc2cc[n+](cc21)CCCCCCCC
218,375,C(CCCCCC)C[n+]1ccc2c(cccc2)c1.FC(F)(F)C(S(=O)([N-]S(=O)(=O)C(C(F)(F)F)(F)F)=O)(F)F
218,375,FC(F)(C(F)(S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(=O)=O)F)F.c12cc[n+](cc1cccc2)CCCCCCCC
218,375,CCCCCCCC[n+]1ccc2ccccc2c1.S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)(=O)C(F)(F)C(F)(F)F
218,375,C([n+]1ccc2ccccc2c1)CCCCCCC.FC(C(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)F)(F)F
218,375,FC(F)(C(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F)F)F.c1c2ccccc2c[n+](c1)CCCCCCCC
195,376,C(CCC)CCCCCC[n+]1cc2c(cc1)cccc2.O=S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(C(C(F)(F)F)(F)F)=O
195,376,C(F)(C(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)(F)F.c1cc2c(cc[n+](CCCCCCCCCC)c2)cc1
195,376,FC(F)(C(S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)(F)F)F.c1cc2c[n+](ccc2cc1)CCCCCCCCCC
195,376,C(CCCCCC)CCC[n+]1cc2ccccc2cc1.O=S(=O)([N-]S(C(F)(C(F)(F)F)F)(=O)=O)C(C(F)(F)F)(F)F
195,376,C(CCC[n+]1cc2c(cc1)cccc2)CCCCCC.O=S(C(F)(C(F)(F)F)F)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)=O
195,376,C(CCCCCCC[n+]1cc2ccccc2cc1)CC.C(F)(C(F)(F)F)(S(=O)([N-]S(=O)(=O)C(C(F)(F)F)(F)F)=O)F
195,376,S(=O)(=O)(C(F)(C(F)(F)F)F)[N-]S(=O)(=O)C(C(F)(F)F)(F)F.c1[n+](ccc2c1cccc2)CCCCCCCCCC
195,376,C([n+]1ccc2c(cccc2)c1)CCCCCCCCC.S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)(C(C(F)(F)F)(F)F)=O
195,376,C(CCCCCCCC)C[n+]1ccc2c(c1)cccc2.O=S(C(F)(F)C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O
195,376,O=S(=O)(C(C(F)(F)F)(F)F)[N-]S(=O)(=O)C(F)(C(F)(F)F)F.c1c2c[n+](ccc2ccc1)CCCCCCCCCC
197,377,C(CCCCCCCCC[n+]1cc2c(cccc2)cc1)CC.FC(F)(C(F)(F)F)S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O
197,377,C([n+]1ccc2ccccc2c1)CCCCCCCCCCC.FC(F)(F)C(F)(F)S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(=O)=O
197,377,C(CCC)CCCCCCCC[n+]1ccc2c(cccc2)c1.C(F)(C(S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)(F)F)(F)F
197,377,FC(F)(C(F)(F)F)S(=O)(=O)[N-]S(=O)(C(F)(C(F)(F)F)F)=O.c1[n+](cc2ccccc2c1)CCCCCCCCCCCC
197,377,C(CCCCC[n+]1cc2ccccc2cc1)CCCCCC.C(S([N-]S(=O)(=O)C(F)(F)C(F)(F)F)(=O)=O)(F)(C(F)(F)F)F
197,377,C(CCC[n+]1cc2c(cccc2)cc1)CCCCCCCC.C(F)(F)(F)C(S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(=O)=O)(F)F
197,377,O=S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(C(F)(C(F)(F)F)F)=O.c12cc[n+](CCCCCCCCCCCC)cc2cccc1
197,377,FC(C(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)F)(F)F.c1[n+](cc2ccccc2c1)CCCCCCCCCCCC
197,377,FC(S(=O)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)=O)(C(F)(F)F)F.c1ccc2cc[n+](CCCCCCCCCCCC)cc2c1
197,377,C(F)(C(F)(F)F)(F)S(=O)(=O)[N-]S(C(C(F)(F)F)(F)F)(=O)=O.[n+]1(CCCCCCCCCCCC)cc2ccccc2cc1
206,378,FC(S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O)(F)C(F)(F)F.c1ccc2c[n+](ccc2c1)CCCCCCCCCCCCCC
206,378,C(CCCCCCCCCC)CCC[n+]1cc2c(cc1)cccc2.C(F)(C(F)(F)F)(S([N-]S(=O)(=O)C(F)(F)C(F)(F)F)(=O)=O)F
206,378,FC(C(F)(F)F)(S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)=O)F.c1cc2c(cc1)c[n+](cc2)CCCCCCCCCCCCCC
206,378,FC(F)(C(S(=O)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F)(F)F)F.[n+]1(CCCCCCCCCCCCCC)cc2ccccc2cc1
206,378,C(C(F)(F)S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(=O)=O)(F)(F)F.C(CCCCCC[n+]1ccc2c(cccc2)c1)CCCCCCC
206,378,FC(C(F)(S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O)F)(F)F.c12c[n+](ccc2cccc1)CCCCCCCCCCCCCC
206,378,C(CCCCC)CCCCCCCC[n+]1ccc2c(cccc2)c1.FC(C(S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(=O)=O)(F)F)(F)F
206,378,CCCCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(C(F)(F)F)(F)S([N-]S(=O)(=O)C(F)(F)C(F)(F)F)(=O)=O
206,378,C(CCCCCCCCCC)CCC[n+]1cc2ccccc2cc1.C(S(=O)(=O)[N-]S(C(F)(F)C(F)(F)F)(=O)=O)(F)(F)C(F)(F)F
206,378,FC(F)(C(F)(F)S([N-]S(=O)(C(C(F)(F)F)(F)F)=O)(=O)=O)F.[n+]1(CCCCCCCCCCCCCC)ccc2c(cccc2)c1
211,379,O=S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(C(F)(C(F)(F)F)F)=O.c12c[n+](CCCCCCCCCCCCCCCC)ccc1cccc2
211,379,C(C(F)(F)S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)(F)(F)F.C(CCCCCCCCCCCC[n+]1ccc2c(cccc2)c1)CCC
211,379,[N-](S(C(F)(F)C(F)(F)F)(=O)=O)S(=O)(C(C(F)(F)F)(F)F)=O.c1c[n+](cc2ccccc21)CCCCCCCCCCCCCCCC
211,379,C(CCCCCCCCC[n+]1cc2ccccc2cc1)CCCCCC.C(S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)(F)(F)C(F)(F)F
211,379,C(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(C(F)(F)F)F)(C(F)(F)F)F.c1ccc2cc[n+](cc2c1)CCCCCCCCCCCCCCCC
211,379,FC(F)(C(S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)(F)F)F.c1[n+](cc2ccccc2c1)CCCCCCCCCCCCCCCC
211,379,O=S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(=O)C(F)(F)C(F)(F)F.[n+]1(ccc2c(cccc2)c1)CCCCCCCCCCCCCCCC
211,379,C(C(F)(F)F)(S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(=O)=O)(F)F.c1cc2c(cccc2)c[n+]1CCCCCCCCCCCCCCCC
211,379,C(CCCCC[n+]1ccc2c(cccc2)c1)CCCCCCCCCC.C(F)(F)(C(F)(F)S(=O)(=O)[N-]S(C(C(F)(F)F)(F)F)(=O)=O)F
