Tg/K,IL,Normalized SMILES
243,23,S(=O)([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F.c1(ccccc1)Cn1nnc(c1)C[n+]1ccn(c1C)C
243,23,C(c1nnn(c1)Cc1ccccc1)[n+]1c(n(C)cc1)C.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
243,23,FC(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.c1(C)[n+](ccn1C)Cc1cn(nn1)Cc1ccccc1
233,24,S(=O)([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.c1ccccc1Cn1cc(C[n+]2cn(cc2)CCCC)nn1
233,24,O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O.n1(Cc2ccccc2)cc(nn1)C[n+]1ccn(CCCC)c1
233,24,FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O.n1(Cc2ccccc2)cc(C[n+]2cn(cc2)CCCC)nn1
233,24,FC(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.c1[n+](Cc2cn(nn2)Cc2ccccc2)cn(c1)CCCC
233,24,FC(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F.n1(CCCC)cc[n+](c1)Cc1cn(Cc2ccccc2)nn1
233,24,C(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)(F)F.[n+]1(ccn(CCCC)c1)Cc1cn(Cc2ccccc2)nn1
233,24,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.n1(Cc2ccccc2)nnc(c1)C[n+]1cn(cc1)CCCC
233,24,FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.c1cc(ccc1)Cn1nnc(C[n+]2ccn(CCCC)c2)c1
233,24,C(n1c[n+](Cc2nnn(Cc3ccccc3)c2)cc1)CCC.FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F
233,24,O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.[n+]1(Cc2nnn(Cc3ccccc3)c2)cn(CCCC)cc1
230,25,S(=O)(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O.n1(c[n+](cc1)Cc1cn(-c2ccccc2)nn1)CCCC
230,25,FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.c1ccccc1-n1cc(C[n+]2cn(cc2)CCCC)nn1
230,25,S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)(=O)=O.c1n(CCCC)cc[n+]1Cc1nnn(c1)-c1ccccc1
230,25,FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O.c1cn(CCCC)c[n+]1Cc1cn(-c2ccccc2)nn1
230,25,FC(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.c1(ccccc1)-n1nnc(C[n+]2ccn(CCCC)c2)c1
230,25,FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O.c1n(CCCC)cc[n+]1Cc1cn(nn1)-c1ccccc1
230,25,C(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)(F)F.CCCCn1cc[n+](Cc2nnn(-c3ccccc3)c2)c1
230,25,C([n+]1ccn(c1)CCCC)c1cn(nn1)-c1ccccc1.O=S([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F
230,25,C(CCn1c[n+](cc1)Cc1nnn(c1)-c1ccccc1)C.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
230,25,FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.c1(C[n+]2cn(cc2)CCCC)cn(-c2ccccc2)nn1
225,26,[P-](F)(F)(F)(F)(F)F.n1c(C[n+]2ccn(c2)CCCC)cn(CCCC)n1
225,26,C(CC)Cn1cc(C[n+]2ccn(c2)CCCC)nn1.F[P-](F)(F)(F)(F)F
225,26,C(C)CCn1c[n+](cc1)Cc1cn(CCCC)nn1.F[P-](F)(F)(F)(F)F
225,26,F[P-](F)(F)(F)(F)F.n1(nnc(C[n+]2cn(CCCC)cc2)c1)CCCC
225,26,C([n+]1ccn(CCCC)c1)c1cn(nn1)CCCC.[P-](F)(F)(F)(F)(F)F
225,26,C(C)CCn1nnc(C[n+]2ccn(CCCC)c2)c1.F[P-](F)(F)(F)(F)F
225,26,[P-](F)(F)(F)(F)(F)F.n1(cc[n+](Cc2nnn(CCCC)c2)c1)CCCC
225,26,F[P-](F)(F)(F)(F)F.c1c(C[n+]2cn(cc2)CCCC)nnn1CCCC
225,26,C(Cn1nnc(c1)C[n+]1ccn(CCCC)c1)CC.[P-](F)(F)(F)(F)(F)F
225,26,F[P-](F)(F)(F)(F)F.[n+]1(cn(cc1)CCCC)Cc1nnn(c1)CCCC
246,27,CCCCn1nnc(c1)C[n+]1ccn(c1C)CCCC.F[P-](F)(F)(F)(F)F
246,27,C([n+]1c(C)n(cc1)CCCC)c1cn(CCCC)nn1.F[P-](F)(F)(F)(F)F
246,27,C(n1cc[n+](Cc2nnn(c2)CCCC)c1C)CCC.F[P-](F)(F)(F)(F)F
246,27,[P-](F)(F)(F)(F)(F)F.c1cn(CCCC)c([n+]1Cc1nnn(CCCC)c1)C
246,27,C(c1nnn(CCCC)c1)[n+]1ccn(CCCC)c1C.F[P-](F)(F)(F)(F)F
246,27,Cc1[n+](ccn1CCCC)Cc1cn(CCCC)nn1.F[P-](F)(F)(F)(F)F
246,27,C(CCn1cc[n+](c1C)Cc1cn(nn1)CCCC)C.F[P-](F)(F)(F)(F)F
246,27,F[P-](F)(F)(F)(F)F.c1cn(CCCC)c(C)[n+]1Cc1nnn(CCCC)c1
246,27,F[P-](F)(F)(F)(F)F.c1(C)n(cc[n+]1Cc1cn(CCCC)nn1)CCCC
246,27,F[P-](F)(F)(F)(F)F.[n+]1(ccn(c1C)CCCC)Cc1cn(nn1)CCCC
200,28,C(CCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CC.O=C(CN)[O-]
200,28,C(CCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC)CC.NCC(=O)[O-]
200,28,C(CCCCC)[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.NCC(=O)[O-]
200,28,C(C([O-])=O)N.C(C)CCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
200,28,C(CCCCCCCCCC)CCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C(CN)[O-]
200,28,C([P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCCCC.O=C(CN)[O-]
200,28,C(C([O-])=O)N.C(CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCC
200,28,C([O-])(CN)=O.C([P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC)CCCCC
200,28,C(C[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)CCCC.O=C([O-])CN
200,28,C(CCCCCCCCCCC)CC[P+](CCCCCC)(CCCCCC)CCCCCC.NCC(=O)[O-]
204,29,C(CCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCC.NC(C(=O)[O-])C
204,29,C(CCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCC.NC(C)C(=O)[O-]
204,29,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[O-]C(=O)C(C)N
204,29,C(CC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCC.[O-]C(C(N)C)=O
204,29,C(=O)([O-])C(N)C.C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
204,29,C(C)(N)C([O-])=O.C(CCCCCCCCCCC)CC[P+](CCCCCC)(CCCCCC)CCCCCC
204,29,C(CCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCC.O=C(C(C)N)[O-]
204,29,C(=O)([O-])C(N)C.C(C)CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
204,29,C(CCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCC.NC(C)C(=O)[O-]
204,29,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[O-]C(=O)C(N)C
200,30,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CNCC([O-])=O
200,30,C(CCCCC)[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC.C(NC)C([O-])=O
200,30,C(CCCC)C[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC.N(C)CC([O-])=O
200,30,C(C)CCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.N(C)CC(=O)[O-]
200,30,C(CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCC.CNCC([O-])=O
200,30,C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.[O-]C(CNC)=O
200,30,C(CCCCCCCCCCCCC)[P+](CCCCCC)(CCCCCC)CCCCCC.O=C(CNC)[O-]
200,30,C(CC)CCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.[O-]C(=O)CNC
200,30,C(CCCC)C[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC.[O-]C(=O)CNC
200,30,C(CCC)CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(CNC)(=O)[O-]
200,31,C(C(N)C([O-])=O)(C)C.C([P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCCCC
200,31,C(CCC)CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.[O-]C(=O)C(N)C(C)C
200,31,C(N)(C(C)C)C(=O)[O-].CCCCCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC
200,31,C(CCC)CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.NC(C(C)C)C(=O)[O-]
200,31,C(CCC)CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])C(C(C)C)N
200,31,C(C)(C)C(N)C(=O)[O-].C(CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCC
200,31,C(C)CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C([O-])(C(N)C(C)C)=O
200,31,C(=O)([O-])C(C(C)C)N.C(CCCCCCCCCCCCC)[P+](CCCCCC)(CCCCCC)CCCCCC
200,31,C(C(C)C)(N)C(=O)[O-].C([P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCCCC
200,31,C(CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCC.O=C([O-])C(N)C(C)C
197,32,C(C)(CC(C([O-])=O)N)C.C(CCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCC
197,32,C(CCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CC.[O-]C(C(CC(C)C)N)=O
197,32,NC(C(=O)[O-])CC(C)C.[P+](CCCCCC)(CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
197,32,C(CC)CCC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC.CC(C)CC(C([O-])=O)N
197,32,C(C(C)C)C(C(=O)[O-])N.C(CCC)CC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
197,32,C(C[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)CCCC.CC(CC(C(=O)[O-])N)C
197,32,C(CC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC)CCC.CC(C)CC(N)C([O-])=O
197,32,C(CCC)CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(N)(C([O-])=O)CC(C)C
197,32,C(C)(C)CC(C([O-])=O)N.C(CCC)CC[P+](CCCCCC)(CCCCCCCCCCCCCC)CCCCCC
197,32,C(C[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCCC.NC(CC(C)C)C([O-])=O
187,33,C(C(CC)C)(C([O-])=O)N.C(CC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)CCC
187,33,C(C)CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(CC)(C)C(C(=O)[O-])N
187,33,C(C([O-])=O)(N)C(CC)C.C(CCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CC
187,33,C(C[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC)CCCC.[O-]C(C(N)C(CC)C)=O
187,33,C(CC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCCCCCC.CC(CC)C(C([O-])=O)N
187,33,C(CCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC)C.NC(C(=O)[O-])C(CC)C
187,33,C(CCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCC.CC(CC)C(N)C([O-])=O
187,33,C(CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCCCC.O=C(C(C(C)CC)N)[O-]
187,33,C(CCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CC.[O-]C(=O)C(N)C(CC)C
187,33,C(C)C(C(C(=O)[O-])N)C.C(CCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC)C
215,34,C(=O)(C(S([O-])(=O)=O)CC(=O)OCC(CCCC)CC)OCC(CC)CCCC.CCCC[P+](CCCC)(CCCC)CCCC
215,34,C(C(COC(=O)C(CC(=O)OCC(CCCC)CC)S([O-])(=O)=O)CCCC)C.C([P+](CCCC)(CCCC)CCCC)CCC
215,34,C(CC(OCC(CC)CCCC)=O)(C(=O)OCC(CCCC)CC)S([O-])(=O)=O.C(C[P+](CCCC)(CCCC)CCCC)CC
215,34,C(CC)C[P+](CCCC)(CCCC)CCCC.S(=O)(=O)(C(CC(OCC(CCCC)CC)=O)C(OCC(CC)CCCC)=O)[O-]
215,34,C(=O)(C(CC(=O)OCC(CC)CCCC)S(=O)([O-])=O)OCC(CCCC)CC.C(CCC)[P+](CCCC)(CCCC)CCCC
215,34,C(CCC)C(COC(=O)C(S([O-])(=O)=O)CC(=O)OCC(CCCC)CC)CC.C([P+](CCCC)(CCCC)CCCC)CCC
215,34,C(C(CCCC)CC)OC(=O)C(CC(OCC(CCCC)CC)=O)S([O-])(=O)=O.C(CC[P+](CCCC)(CCCC)CCCC)C
215,34,C(C(S([O-])(=O)=O)C(OCC(CC)CCCC)=O)C(OCC(CC)CCCC)=O.C(C)CC[P+](CCCC)(CCCC)CCCC
215,34,C(CCC)C(CC)COC(C(CC(OCC(CCCC)CC)=O)S([O-])(=O)=O)=O.C(C[P+](CCCC)(CCCC)CCCC)CC
215,34,C(C[P+](CCCC)(CCCC)CCCC)CC.CCC(CCCC)COC(C(S(=O)(=O)[O-])CC(OCC(CCCC)CC)=O)=O
219,35,C([P+](CC(OCC)=O)(CCCC)CCCC)CCC.O=C(OCC(CC)CCCC)C(S(=O)(=O)[O-])CC(=O)OCC(CCCC)CC
219,35,C(C(OCC(CC)CCCC)=O)(CC(OCC(CCCC)CC)=O)S(=O)(=O)[O-].O=C(C[P+](CCCC)(CCCC)CCCC)OCC
219,35,C(C)CC[P+](CC(OCC)=O)(CCCC)CCCC.[O-]S(C(CC(OCC(CC)CCCC)=O)C(=O)OCC(CCCC)CC)(=O)=O
219,35,C(C[P+](CC(=O)OCC)(CCCC)CCCC)CC.O(CC(CCCC)CC)C(=O)C(S(=O)([O-])=O)CC(OCC(CCCC)CC)=O
219,35,C(CC)C[P+](CCCC)(CC(=O)OCC)CCCC.CCCCC(CC)COC(C(S([O-])(=O)=O)CC(=O)OCC(CC)CCCC)=O
219,35,C(C(COC(=O)CC(C(OCC(CC)CCCC)=O)S([O-])(=O)=O)CC)CCC.C(C)CC[P+](CCCC)(CC(=O)OCC)CCCC
219,35,O(C(=O)CC(S(=O)(=O)[O-])C(OCC(CC)CCCC)=O)CC(CC)CCCC.O(C(=O)C[P+](CCCC)(CCCC)CCCC)CC
219,35,O(C(C[P+](CCCC)(CCCC)CCCC)=O)CC.O=C(C(CC(=O)OCC(CC)CCCC)S(=O)([O-])=O)OCC(CCCC)CC
219,35,C(C(COC(CC(C(=O)OCC(CCCC)CC)S(=O)(=O)[O-])=O)CCCC)C.CCCC[P+](CC(=O)OCC)(CCCC)CCCC
219,35,C(CCC)[P+](CC(OCC)=O)(CCCC)CCCC.O=C(OCC(CC)CCCC)C(S(=O)(=O)[O-])CC(=O)OCC(CC)CCCC
212,36,C(CCCC)(COC(=O)CC(C(OCC(CC)CCCC)=O)S([O-])(=O)=O)CC.CCCC[P+](CC(=O)O)(CCCC)CCCC
212,36,C(C)CC[P+](CCCC)(CC(O)=O)CCCC.O=S(C(CC(=O)OCC(CC)CCCC)C(OCC(CCCC)CC)=O)(=O)[O-]
212,36,C(C(C(=O)OCC(CCCC)CC)S([O-])(=O)=O)C(OCC(CC)CCCC)=O.OC(C[P+](CCCC)(CCCC)CCCC)=O
212,36,CCCC[P+](CCCC)(CCCC)CC(O)=O.O(CC(CC)CCCC)C(CC(C(OCC(CC)CCCC)=O)S(=O)(=O)[O-])=O
212,36,CCCCC(COC(CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O)=O)CC.[P+](CC(O)=O)(CCCC)(CCCC)CCCC
212,36,C(C(CCCC)COC(C(CC(OCC(CC)CCCC)=O)S(=O)(=O)[O-])=O)C.C([P+](CC(=O)O)(CCCC)CCCC)CCC
212,36,C(CCC)[P+](CC(O)=O)(CCCC)CCCC.C(CCCC)(COC(=O)CC(S(=O)(=O)[O-])C(OCC(CCCC)CC)=O)CC
212,36,C(CC)C[P+](CCCC)(CCCC)CC(O)=O.CCC(COC(=O)C(S(=O)(=O)[O-])CC(=O)OCC(CCCC)CC)CCCC
212,36,C(CC)C[P+](CCCC)(CC(O)=O)CCCC.C(OCC(CC)CCCC)(=O)CC(S(=O)([O-])=O)C(OCC(CC)CCCC)=O
212,36,C(CC)CC(COC(C(CC(=O)OCC(CCCC)CC)S([O-])(=O)=O)=O)CC.CCCC[P+](CCCC)(CC(O)=O)CCCC
205,37,CCCCC(CC)COC(C(CC(=O)OCC(CCCC)CC)S(=O)([O-])=O)=O.CCCC[P+](CCOCCOCCOC)(CCCC)CCCC
205,37,C(C(CC)CCCC)OC(=O)C(S(=O)(=O)[O-])CC(=O)OCC(CCCC)CC.C(COCC[P+](CCCC)(CCCC)CCCC)OCCOC
205,37,C(OCC(CC)CCCC)(C(S(=O)(=O)[O-])CC(=O)OCC(CC)CCCC)=O.O(CCOCC[P+](CCCC)(CCCC)CCCC)CCOC
205,37,O(CCOCCOCC[P+](CCCC)(CCCC)CCCC)C.O=S(C(CC(OCC(CCCC)CC)=O)C(=O)OCC(CC)CCCC)(=O)[O-]
205,37,C(C(CC)COC(C(CC(OCC(CCCC)CC)=O)S(=O)(=O)[O-])=O)CCC.CCCC[P+](CCOCCOCCOC)(CCCC)CCCC
205,37,C(OCC(CC)CCCC)(=O)C(S(=O)([O-])=O)CC(=O)OCC(CC)CCCC.C(OCCOC)COCC[P+](CCCC)(CCCC)CCCC
205,37,C(C[P+](CCOCCOCCOC)(CCCC)CCCC)CC.O=C(OCC(CC)CCCC)C(CC(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
205,37,C(CC)C[P+](CCOCCOCCOC)(CCCC)CCCC.O=S(=O)([O-])C(C(=O)OCC(CCCC)CC)CC(=O)OCC(CCCC)CC
205,37,C(C(CCCC)CC)OC(=O)CC(S([O-])(=O)=O)C(OCC(CCCC)CC)=O.C(CC[P+](CCCC)(CCOCCOCCOC)CCCC)C
205,37,C(CC)(COC(CC(C(OCC(CCCC)CC)=O)S([O-])(=O)=O)=O)CCCC.O(C)CCOCCOCC[P+](CCCC)(CCCC)CCCC
216,38,C(CC)C[P+](CCCC)(CCCC)CC.C(CCCCCCCCCCC([O-])=O)CCCCCC
216,38,C(CCCCCCCCCC)CCCCCCC([O-])=O.C(CC[P+](CC)(CCCC)CCCC)C
216,38,C(C)CC[P+](CCCC)(CCCC)CC.C(CCCCCCCCCCC(=O)[O-])CCCCCC
216,38,C(CCCCCCCCCCCCCC)CCC([O-])=O.C(CC[P+](CCCC)(CCCC)CC)C
216,38,C(CCCCCCCCCCCCC)CCCC(=O)[O-].C(CC[P+](CC)(CCCC)CCCC)C
216,38,C(CCCCCCC)CCCCCCCCCC([O-])=O.[P+](CCCC)(CC)(CCCC)CCCC
216,38,C(CCCCCCCCCCCCCCC)CC([O-])=O.C([P+](CCCC)(CC)CCCC)CCC
216,38,C(CCCCCCCCCCCCC)CCCC(=O)[O-].CCCC[P+](CCCC)(CC)CCCC
216,38,C(CC)C[P+](CCCC)(CC)CCCC.O=C([O-])CCCCCCCCCCCCCCCCC
216,38,C(CCCCCCCCCCCCC)CCCC([O-])=O.C([P+](CCCC)(CC)CCCC)CCC
340,39,C1(C(C)C)CCC2C(=CCC3C2(CCCC3(C(=O)[O-])C)C)C=1.C[N+](C)(C)C
340,39,C12C(C)(CCCC2(C)C2C(C=C(C(C)C)CC2)=CC1)C(=O)[O-].C[N+](C)(C)C
340,39,C1=C(C(C)C)CCC2C1=CCC1C2(CCCC1(C([O-])=O)C)C.C[N+](C)(C)C
340,39,C(C1CCC2C(=CCC3C(C(=O)[O-])(CCCC32C)C)C=1)(C)C.C[N+](C)(C)C
340,39,C1C2C(=CCC3C2(C)CCCC3(C(=O)[O-])C)C=C(C1)C(C)C.C[N+](C)(C)C
340,39,C1(C(C)C)=CC2=CCC3C(C(=O)[O-])(CCCC3(C)C2CC1)C.[N+](C)(C)(C)C
340,39,C12CCC(C(C)C)=CC1=CCC1C(C)(C(=O)[O-])CCCC12C.C[N+](C)(C)C
340,39,C[N+](C)(C)C.O=C([O-])C1(C)CCCC2(C1CC=C1C2CCC(C(C)C)=C1)C
340,39,CC12C(C(CCC2)(C)C(=O)[O-])CC=C2C1CCC(C(C)C)=C2.C[N+](C)(C)C
340,39,C(C)(C1CCC2C(C=1)=CCC1C2(CCCC1(C([O-])=O)C)C)C.C[N+](C)(C)C
271,40,C12C(C3CCC(C(C)C)=CC3=CC1)(C)CCCC2(C)C([O-])=O.CCCC[N+](CCCC)(CCCC)CCCC
271,40,C1C2=CCC3C(C)(C2CCC=1C(C)C)CCCC3(C(=O)[O-])C.CCCC[N+](CCCC)(CCCC)CCCC
271,40,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C1(C)C2C(C)(CCC1)C1CCC(=CC1=CC2)C(C)C
271,40,C(C)CC[N+](CCCC)(CCCC)CCCC.C12C(C)(C([O-])=O)CCCC2(C)C2C(C=C(CC2)C(C)C)=CC1
271,40,C(C)CC[N+](CCCC)(CCCC)CCCC.CC1(C([O-])=O)CCCC2(C3CCC(C(C)C)=CC3=CCC12)C
271,40,CC(C)C1=CC2C(C3(C)C(CC=2)C(C(=O)[O-])(C)CCC3)CC1.CCCC[N+](CCCC)(CCCC)CCCC
271,40,C(CC)C[N+](CCCC)(CCCC)CCCC.C1C2(C)C3C(C=C(C(C)C)CC3)=CCC2C(C)(C(=O)[O-])CC1
271,40,C(C)CC[N+](CCCC)(CCCC)CCCC.C12(C)C3CCC(=CC3=CCC1C(C)(C(=O)[O-])CCC2)C(C)C
271,40,C(CCC)[N+](CCCC)(CCCC)CCCC.C12C3(C)CCCC(C(=O)[O-])(C)C3CC=C1C=C(C(C)C)CC2
271,40,C([N+](CCCC)(CCCC)CCCC)CCC.O=C(C1(CCCC2(C)C3CCC(C(C)C)=CC3=CCC21)C)[O-]
298,41,C[N+](CCO)(C)C.O=C([O-])C1(CCCC2(C3C(=CCC21)C=C(C(C)C)CC3)C)C
298,41,C1C=C2C(C3(C)CCCC(C13)(C(=O)[O-])C)CCC(=C2)C(C)C.[N+](C)(C)(C)CCO
298,41,CC12C3CCC(C(C)C)=CC3=CCC1C(CCC2)(C)C(=O)[O-].OCC[N+](C)(C)C
298,41,C1C(=CC2C(C3(C(CC=2)C(C([O-])=O)(C)CCC3)C)C1)C(C)C.C[N+](CCO)(C)C
298,41,C12(CCCC(C1CC=C1C=C(C(C)C)CCC12)(C)C(=O)[O-])C.OCC[N+](C)(C)C
298,41,C(CO)[N+](C)(C)C.C1C2C(=CCC3C2(C)CCCC3(C)C([O-])=O)C=C(C(C)C)C1
298,41,C12C(C)(C([O-])=O)CCCC2(C2C(=CC1)C=C(CC2)C(C)C)C.C[N+](CCO)(C)C
298,41,C1C2C(C=C(C(C)C)C1)=CCC1C(C([O-])=O)(C)CCCC21C.C[N+](C)(C)CCO
298,41,CC12CCCC(C)(C([O-])=O)C1CC=C1C2CCC(=C1)C(C)C.C[N+](CCO)(C)C
298,41,C(CO)[N+](C)(C)C.C12C=C(CCC2C2(C)C(CC=1)C(C(=O)[O-])(CCC2)C)C(C)C
323,42,CC(C1CCC2C(=CCC3C2(C)CCCC3(C)C(=O)[O-])C=1)C.C[N+](C)(C)Cc1ccccc1
323,42,C[N+](C)(C)Cc1ccccc1.O=C(C1(C2CC=C3C(C2(CCC1)C)CCC(=C3)C(C)C)C)[O-]
323,42,C([N+](C)(C)C)c1ccccc1.CC12C(CC=C3C1CCC(=C3)C(C)C)C(C)(C([O-])=O)CCC2
323,42,C(C1(C)CCCC2(C3C(C=C(C(C)C)CC3)=CCC12)C)([O-])=O.c1cc(C[N+](C)(C)C)ccc1
323,42,C1(CCCC2(C3C(C=C(CC3)C(C)C)=CCC21)C)(C(=O)[O-])C.c1(ccccc1)C[N+](C)(C)C
323,42,CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C([O-])=O)C2CC1.c1c(cccc1)C[N+](C)(C)C
323,42,C1(=CC2=CCC3C(C([O-])=O)(C)CCCC3(C)C2CC1)C(C)C.C[N+](Cc1ccccc1)(C)C
323,42,C1C2C(C3(C)C(CC=2)C(CCC3)(C)C([O-])=O)CCC=1C(C)C.c1(ccccc1)C[N+](C)(C)C
323,42,C1CC2C3(C)C(CC=C2C=C1C(C)C)C(C)(C(=O)[O-])CCC3.[N+](C)(Cc1ccccc1)(C)C
323,42,C(C1(CCCC2(C)C3C(=CCC12)C=C(C(C)C)CC3)C)(=O)[O-].c1cc(C[N+](C)(C)C)ccc1
281,43,C(CCCC)CCCCCCCCCCC[N+](C)(C)C.C1C2C(CCC=1C(C)C)C1(C(CC=2)C(CCC1)(C([O-])=O)C)C
281,43,C(CCC[N+](C)(C)C)CCCCCCCCCCCC.C12(CCCC(C)(C([O-])=O)C2CC=C2C=C(CCC12)C(C)C)C
281,43,C(CCCCCCC[N+](C)(C)C)CCCCCCCC.C1C(C(C)C)=CC2C(C1)C1(C(CC=2)C(C)(C([O-])=O)CCC1)C
281,43,C(CCCCCCC[N+](C)(C)C)CCCCCCCC.C1CCC2(C)C(C1(C)C(=O)[O-])CC=C1C=C(CCC21)C(C)C
281,43,CC(C1CCC2C3(C)CCCC(C3CC=C2C=1)(C)C(=O)[O-])C.C[N+](CCCCCCCCCCCCCCCC)(C)C
281,43,C(CCCCCCCCC)CCCCCC[N+](C)(C)C.C1=C(CCC2C3(C)CCCC(C3CC=C21)(C)C(=O)[O-])C(C)C
281,43,C(C)CCCCCCCCCCCCCC[N+](C)(C)C.C12(C3CCC(=CC3=CCC1C(CCC2)(C)C(=O)[O-])C(C)C)C
281,43,C1(C(C)C)=CC2C(CC1)C1(C)CCCC(C([O-])=O)(C1CC=2)C.[N+](CCCCCCCCCCCCCCCC)(C)(C)C
281,43,C([O-])(C1(C)CCCC2(C)C1CC=C1C=C(C(C)C)CCC12)=O.[N+](CCCCCCCCCCCCCCCC)(C)(C)C
