MP_K,IL,Normalized SMILES,,RANDOM
181,623,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,,623
181,623,C(CCC[NH+](CCCCCC(C)C)CCCCCC(C)C)CC(C)C.FC(F)(C(=O)[CH-]C(=O)c1ccco1)F,,623
181,623,C(CCCCC(C)C)[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(C(=O)[CH-]C(c1occc1)=O)(F)F,,623
181,623,C([NH+](CCCCCC(C)C)CCCCCC(C)C)CCCCC(C)C.O=C(c1ccco1)[CH-]C(C(F)(F)F)=O,,623
181,623,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(F)(C([CH-]C(=O)c1occc1)=O)F,,623
181,623,C(CC(C)C)CCC[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(F)(C([CH-]C(c1occc1)=O)=O)F,,623
181,623,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(F)(C(=O)[CH-]C(=O)c1ccco1)F,,623
181,623,C([NH+](CCCCCC(C)C)CCCCCC(C)C)CCCCC(C)C.FC(C([CH-]C(c1ccco1)=O)=O)(F)F,,623
181,623,C(C(=O)[CH-]C(=O)c1occc1)(F)(F)F.C(CC(C)C)CCC[NH+](CCCCCC(C)C)CCCCCC(C)C,,623
181,623,C([CH-]C(=O)C(F)(F)F)(=O)c1occc1.[NH+](CCCCCC(C)C)(CCCCCC(C)C)CCCCCC(C)C,,623
187,624,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,,624
187,624,C(CCC(C)C)CC[NH+](CCCCCC(C)C)CCCCCC(C)C.C([CH-]C(c1sccc1)=O)(C(F)(F)F)=O,,624
187,624,C(C)(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(F)(F)C(=O)[CH-]C(=O)c1sccc1,,624
187,624,C(C[NH+](CCCCCC(C)C)CCCCCC(C)C)CCCC(C)C.c1(cccs1)C(=O)[CH-]C(=O)C(F)(F)F,,624
187,624,C(C[NH+](CCCCCC(C)C)CCCCCC(C)C)CCCC(C)C.FC(F)(F)C([CH-]C(c1sccc1)=O)=O,,624
187,624,C([NH+](CCCCCC(C)C)CCCCCC(C)C)CCCCC(C)C.[CH-](C(c1cccs1)=O)C(C(F)(F)F)=O,,624
187,624,C(CCC(C)C)CC[NH+](CCCCCC(C)C)CCCCCC(C)C.C(c1sccc1)(=O)[CH-]C(C(F)(F)F)=O,,624
187,624,C(CCCC(C)C)C[NH+](CCCCCC(C)C)CCCCCC(C)C.FC(C([CH-]C(=O)c1sccc1)=O)(F)F,,624
187,624,C(C([CH-]C(=O)c1cccs1)=O)(F)(F)F.CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,,624
187,624,C(CCCC(C)C)C[NH+](CCCCCC(C)C)CCCCCC(C)C.c1(cccs1)C(=O)[CH-]C(=O)C(F)(F)F,,624
370,625,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,,625
370,625,C([NH2+]CCC)CC.FC(C(=O)[CH-]C(=O)C(F)(F)F)(F)F,,625
370,625,C(C[NH2+]CCC)C.FC(F)(C(=O)[CH-]C(=O)C(F)(F)F)F,,625
370,625,CCC[NH2+]CCC.FC(F)(C([CH-]C(C(F)(F)F)=O)=O)F,,625
370,625,C(CC)[NH2+]CCC.C(F)(C([CH-]C(C(F)(F)F)=O)=O)(F)F,,625
370,625,O=C([CH-]C(C(F)(F)F)=O)C(F)(F)F.[NH2+](CCC)CCC,,625
370,625,C(C)C[NH2+]CCC.O=C(C(F)(F)F)[CH-]C(C(F)(F)F)=O,,625
370,625,C(C(F)(F)F)([CH-]C(C(F)(F)F)=O)=O.C([NH2+]CCC)CC,,625
370,625,C(C[NH2+]CCC)C.FC(C([CH-]C(C(F)(F)F)=O)=O)(F)F,,625
370,625,C(=O)([CH-]C(=O)C(F)(F)F)C(F)(F)F.[NH2+](CCC)CCC,,625
376,626,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,,626
376,626,CCC[NH2+]CCC.O=C(c1sccc1)[CH-]C(=O)C(F)(F)F,,626
376,626,C(CC)[NH2+]CCC.FC(F)(F)C([CH-]C(c1sccc1)=O)=O,,626
376,626,C(C)C[NH2+]CCC.c1c(scc1)C(=O)[CH-]C(=O)C(F)(F)F,,626
376,626,C(CC)[NH2+]CCC.c1c(scc1)C(=O)[CH-]C(=O)C(F)(F)F,,626
376,626,C(C[NH2+]CCC)C.O=C([CH-]C(c1cccs1)=O)C(F)(F)F,,626
376,626,C(C([CH-]C(c1sccc1)=O)=O)(F)(F)F.C(C[NH2+]CCC)C,,626
376,626,CCC[NH2+]CCC.FC(F)(F)C([CH-]C(=O)c1cccs1)=O,,626
376,626,O=C(c1sccc1)[CH-]C(=O)C(F)(F)F.[NH2+](CCC)CCC,,626
376,626,C(C[NH2+]CCC)C.FC(C([CH-]C(c1cccs1)=O)=O)(F)F,,626
279,627,CCC[NH2+]CCC.N#C[S-],,627
279,627,C(#N)[S-].C(CC)[NH2+]CCC,,627
279,627,C([NH2+]CCC)CC.N#C[S-],,627
279,627,C(CC)[NH2+]CCC.C([S-])#N,,627
279,627,N#C[S-].[NH2+](CCC)CCC,,627
279,627,CCC[NH2+]CCC.[S-]C#N,,627
279,627,C([NH2+]CCC)CC.N#C[S-],,627
279,627,C([S-])#N.CCC[NH2+]CCC,,627
279,627,N#C[S-].[NH2+](CCC)CCC,,627
279,627,C(C)C[NH2+]CCC.N#C[S-],,627
364,628,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)[NH2+]C(C)C,,628
364,628,C(C)(C([CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F)=O)(C)C.CC([NH2+]C(C)C)C,,628
364,628,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(C(F)(F)F)(F)F.CC([NH2+]C(C)C)C,,628
364,628,CC([NH2+]C(C)C)C.FC(C([CH-]C(=O)C(C)(C)C)=O)(C(F)(F)C(F)(F)F)F,,628
364,628,C(C(C(F)(C(F)(F)F)F)(F)F)(=O)[CH-]C(C(C)(C)C)=O.C(C)(C)[NH2+]C(C)C,,628
364,628,C([CH-]C(C(C)(C)C)=O)(C(F)(C(C(F)(F)F)(F)F)F)=O.C([NH2+]C(C)C)(C)C,,628
364,628,C(C(F)(C(C([CH-]C(=O)C(C)(C)C)=O)(F)F)F)(F)(F)F.C(C)([NH2+]C(C)C)C,,628
364,628,C([CH-]C(=O)C(F)(C(F)(F)C(F)(F)F)F)(C(C)(C)C)=O.CC([NH2+]C(C)C)C,,628
364,628,C(F)(F)(C(F)(F)C(C(=O)[CH-]C(=O)C(C)(C)C)(F)F)F.[NH2+](C(C)C)C(C)C,,628
364,628,C(C(F)(F)F)(F)(F)C(F)(F)C([CH-]C(C(C)(C)C)=O)=O.C(C)([NH2+]C(C)C)C,,628
397,629,CC(C)[NH2+]C(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,,629
397,629,FC(C([CH-]C(=O)c1sccc1)=O)(F)F.[NH2+](C(C)C)C(C)C,,629
397,629,C(C)([NH2+]C(C)C)C.s1cccc1C(=O)[CH-]C(=O)C(F)(F)F,,629
397,629,C(C)([NH2+]C(C)C)C.c1c(scc1)C(=O)[CH-]C(=O)C(F)(F)F,,629
397,629,C(c1sccc1)([CH-]C(C(F)(F)F)=O)=O.[NH2+](C(C)C)C(C)C,,629
397,629,CC(C)[NH2+]C(C)C.c1cc(C(=O)[CH-]C(C(F)(F)F)=O)sc1,,629
397,629,CC(C)[NH2+]C(C)C.c1(cccs1)C([CH-]C(=O)C(F)(F)F)=O,,629
397,629,C(=O)([CH-]C(=O)C(F)(F)F)c1sccc1.CC([NH2+]C(C)C)C,,629
397,629,CC([NH2+]C(C)C)C.FC(F)(F)C([CH-]C(c1sccc1)=O)=O,,629
397,629,CC([NH2+]C(C)C)C.c1cc(sc1)C(=O)[CH-]C(=O)C(F)(F)F,,629
357,630,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,,630
357,630,FC(F)(C([CH-]C(C(F)(F)F)=O)=O)F.[NH2+](CCCC)CCCC,,630
357,630,C(CC)C[NH2+]CCCC.FC(F)(F)C(=O)[CH-]C(=O)C(F)(F)F,,630
357,630,C(CCC)[NH2+]CCCC.C([CH-]C(C(F)(F)F)=O)(C(F)(F)F)=O,,630
357,630,C(C[NH2+]CCCC)CC.FC(F)(F)C(=O)[CH-]C(C(F)(F)F)=O,,630
357,630,C(C(F)(F)F)([CH-]C(=O)C(F)(F)F)=O.C(CC)C[NH2+]CCCC,,630
357,630,C(C)CC[NH2+]CCCC.C(F)(C([CH-]C(=O)C(F)(F)F)=O)(F)F,,630
357,630,CCCC[NH2+]CCCC.FC(F)(C([CH-]C(=O)C(F)(F)F)=O)F,,630
357,630,O=C(C(F)(F)F)[CH-]C(=O)C(F)(F)F.[NH2+](CCCC)CCCC,,630
357,630,CCCC[NH2+]CCCC.O=C(C(F)(F)F)[CH-]C(=O)C(F)(F)F,,630
344,631,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,,631
344,631,O=C([CH-]C(=O)C(F)(F)F)c1cccs1.[NH2+](CCCC)CCCC,,631
344,631,C([NH2+]CCCC)CCC.[CH-](C(c1cccs1)=O)C(=O)C(F)(F)F,,631
344,631,C(C[NH2+]CCCC)CC.c1(sccc1)C(=O)[CH-]C(C(F)(F)F)=O,,631
344,631,C(CC)C[NH2+]CCCC.FC(F)(C(=O)[CH-]C(c1sccc1)=O)F,,631
344,631,C(CC)C[NH2+]CCCC.FC(F)(F)C([CH-]C(c1cccs1)=O)=O,,631
344,631,CCCC[NH2+]CCCC.c1c(scc1)C([CH-]C(=O)C(F)(F)F)=O,,631
344,631,C(C[NH2+]CCCC)CC.c1ccsc1C(=O)[CH-]C(=O)C(F)(F)F,,631
344,631,C(C[NH2+]CCCC)CC.c1cc(C([CH-]C(C(F)(F)F)=O)=O)sc1,,631
344,631,CCCC[NH2+]CCCC.FC(F)(F)C([CH-]C(=O)c1cccs1)=O,,631
336,632,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)C[NH2+]CC(C)C,,632
336,632,C(C(C)(C)C)([CH-]C(C(C(C(F)(F)F)(F)F)(F)F)=O)=O.CC(C[NH2+]CC(C)C)C,,632
336,632,CC(C[NH2+]CC(C)C)C.FC(F)(C(F)(F)F)C(F)(C(=O)[CH-]C(C(C)(C)C)=O)F,,632
336,632,CC(C)(C(=O)[CH-]C(=O)C(C(F)(C(F)(F)F)F)(F)F)C.CC(C[NH2+]CC(C)C)C,,632
336,632,CC(C)(C)C([CH-]C(C(C(F)(C(F)(F)F)F)(F)F)=O)=O.CC(C)C[NH2+]CC(C)C,,632
336,632,C(F)(F)(F)C(F)(C(C([CH-]C(=O)C(C)(C)C)=O)(F)F)F.CC(C[NH2+]CC(C)C)C,,632
336,632,C(C(C)C)[NH2+]CC(C)C.FC(F)(C(C(F)(F)F)(F)F)C([CH-]C(=O)C(C)(C)C)=O,,632
336,632,CC(C[NH2+]CC(C)C)C.FC(C(=O)[CH-]C(C(C)(C)C)=O)(F)C(C(F)(F)F)(F)F,,632
336,632,C(C(F)(C(F)(F)C(F)(F)F)F)([CH-]C(C(C)(C)C)=O)=O.CC(C)C[NH2+]CC(C)C,,632
336,632,C(C(C)C)[NH2+]CC(C)C.O=C([CH-]C(C(C)(C)C)=O)C(C(F)(C(F)(F)F)F)(F)F,,632
413,633,CC(C)C[NH2+]CC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,,633
413,633,C(C(C)C)[NH2+]CC(C)C.c1ccsc1C([CH-]C(C(F)(F)F)=O)=O,,633
413,633,[NH2+](CC(C)C)CC(C)C.s1c(ccc1)C(=O)[CH-]C(C(F)(F)F)=O,,633
413,633,C(C[NH2+]CC(C)C)(C)C.c1csc(C(=O)[CH-]C(C(F)(F)F)=O)c1,,633
413,633,C([NH2+]CC(C)C)C(C)C.O=C(C(F)(F)F)[CH-]C(c1sccc1)=O,,633
413,633,CC(C[NH2+]CC(C)C)C.O=C(c1cccs1)[CH-]C(C(F)(F)F)=O,,633
413,633,CC(C)C[NH2+]CC(C)C.[CH-](C(=O)C(F)(F)F)C(c1cccs1)=O,,633
413,633,CC(C[NH2+]CC(C)C)C.FC(F)(C(=O)[CH-]C(=O)c1cccs1)F,,633
413,633,C(=O)(C(F)(F)F)[CH-]C(c1sccc1)=O.CC(C[NH2+]CC(C)C)C,,633
413,633,C(=O)(c1sccc1)[CH-]C(=O)C(F)(F)F.C(C(C)C)[NH2+]CC(C)C,,633
349,634,CC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,634
349,634,C(C)[N+]12CCN(CC2)CC1.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O,,634
349,634,C1N2CC[N+](CC2)(C1)CC.[N-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O,,634
349,634,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.[N+]12(CCN(CC1)CC2)CC,,634
349,634,C1N2CC[N+](CC)(C1)CC2.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O,,634
349,634,C(C)[N+]12CCN(CC2)CC1.FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F,,634
349,634,C1CN2CC[N+]1(CC2)CC.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O,,634
349,634,C1[N+]2(CCN(CC2)C1)CC.FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O,,634
349,634,C1N2CC[N+](C1)(CC)CC2.FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F,,634
349,634,C1[N+]2(CCN(C1)CC2)CC.S(=O)(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,634
276,635,CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,635
276,635,CC[NH+](CC)CC.S(C(F)(F)F)(=O)([N-]S(C(F)(F)F)(=O)=O)=O,,635
276,635,C([NH+](CC)CC)C.S([N-]S(C(F)(F)F)(=O)=O)(=O)(C(F)(F)F)=O,,635
276,635,CC[NH+](CC)CC.FC(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)F,,635
276,635,FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F.[NH+](CC)(CC)CC,,635
276,635,CC[NH+](CC)CC.S(=O)(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O,,635
276,635,CC[NH+](CC)CC.[N-](S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O,,635
276,635,C([NH+](CC)CC)C.[N-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O,,635
276,635,CC[NH+](CC)CC.S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)(=O)=O,,635
276,635,CC[NH+](CC)CC.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F,,635
321,636,CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,636
321,636,C(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F.CC[NH3+],,636
321,636,FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F.[NH3+]CC,,636
321,636,C(F)(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F.CC[NH3+],,636
321,636,CC[NH3+].FC(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F,,636
321,636,C(C)[NH3+].FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O,,636
321,636,FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F.[NH3+]CC,,636
321,636,CC[NH3+].FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F,,636
321,636,CC[NH3+].FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F,,636
321,636,C([NH3+])C.FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F,,636
282,637,CC[NH3+].O=[N+]([O-])[O-],,637
282,637,C(C)[NH3+].[N+]([O-])(=O)[O-],,637
282,637,C([NH3+])C.O=[N+]([O-])[O-],,637
282,637,CC[NH3+].[O-][N+](=O)[O-],,637
282,637,CC[NH3+].[O-][N+]([O-])=O,,637
282,637,CC[NH3+].[O-][N+](=O)[O-],,637
282,637,O=[N+]([O-])[O-].[NH3+]CC,,637
282,637,CC[NH3+].[N+]([O-])([O-])=O,,637
282,637,CC[NH3+].O=[N+]([O-])[O-],,637
282,637,[N+]([O-])([O-])=O.[NH3+]CC,,637
313,638,CC[NH3+].O=S(=O)([O-])O,,638
313,638,C(C)[NH3+].S([O-])(=O)(=O)O,,638
313,638,OS(=O)(=O)[O-].[NH3+]CC,,638
313,638,O=S(O)([O-])=O.[NH3+]CC,,638
313,638,S(=O)(O)(=O)[O-].[NH3+]CC,,638
313,638,C([NH3+])C.O=S([O-])(O)=O,,638
313,638,[NH3+]CC.[O-]S(O)(=O)=O,,638
313,638,CC[NH3+].O=S(=O)([O-])O,,638
313,638,S([O-])(O)(=O)=O.[NH3+]CC,,638
313,638,O=S([O-])(O)=O.[NH3+]CC,,638
360,639,CC(=O)[O-].CC[NH3+],,639
360,639,C(C)([O-])=O.C(C)[NH3+],,639
360,639,C(C)[NH3+].CC([O-])=O,,639
360,639,CC[NH3+].O=C(C)[O-],,639
360,639,C([O-])(C)=O.CC[NH3+],,639
360,639,O=C(C)[O-].[NH3+]CC,,639
360,639,C([NH3+])C.O=C([O-])C,,639
360,639,CC[NH3+].[O-]C(=O)C,,639
360,639,[NH3+]CC.[O-]C(=O)C,,639
360,639,O=C([O-])C.[NH3+]CC,,639
258,640,CC[NH3+].O=C[O-],,640
258,640,C([O-])=O.CC[NH3+],,640
258,640,C(=O)[O-].C([NH3+])C,,640
258,640,C([O-])=O.CC[NH3+],,640
258,640,CC[NH3+].[O-]C=O,,640
258,640,C(=O)[O-].CC[NH3+],,640
258,640,C([NH3+])C.[O-]C=O,,640
258,640,C(=O)[O-].C([NH3+])C,,640
258,640,C([O-])=O.[NH3+]CC,,640
258,640,[NH3+]CC.[O-]C=O,,640
308,641,C[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,641
308,641,C[N+](C)(C)CC#N.S(=O)([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F,,641
308,641,C(#N)C[N+](C)(C)C.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O,,641
308,641,C[N+](C)(CC#N)C.O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O,,641
308,641,C[N+](C)(C)CC#N.[N-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O,,641
308,641,C(#N)C[N+](C)(C)C.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F,,641
308,641,C[N+](C)(CC#N)C.[N-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F,,641
308,641,C[N+](CC#N)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,,641
308,641,C[N+](CC#N)(C)C.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O,,641
308,641,C(C[N+](C)(C)C)#N.C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)(F)F,,641
324,642,O=[N+]([O-])[O-].[NH3+]CCO,,642
324,642,O=[N+]([O-])[O-].OCC[NH3+],,642
324,642,C(C[NH3+])O.[O-][N+](=O)[O-],,642
324,642,[N+](=O)([O-])[O-].[NH3+]CCO,,642
324,642,C([NH3+])CO.[O-][N+](=O)[O-],,642
324,642,O=[N+]([O-])[O-].[NH3+]CCO,,642
324,642,[N+](=O)([O-])[O-].[NH3+]CCO,,642
324,642,O=[N+]([O-])[O-].[NH3+]CCO,,642
324,642,[NH3+]CCO.[O-][N+]([O-])=O,,642
324,642,C(CO)[NH3+].[O-][N+]([O-])=O,,642
191,643,O=C[O-].[NH3+]CCO,,643
191,643,OCC[NH3+].[O-]C=O,,643
191,643,O=C[O-].[NH3+]CCO,,643
191,643,C(=O)[O-].C(CO)[NH3+],,643
191,643,C([O-])=O.[NH3+]CCO,,643
191,643,C(=O)[O-].C(C[NH3+])O,,643
191,643,C([O-])=O.[NH3+]CCO,,643
191,643,O=C[O-].[NH3+]CCO,,643
191,643,O=C[O-].[NH3+]CCO,,643
191,643,O=C[O-].[NH3+]CCO,,643
372,644,COS(=O)(=O)[O-].[NH3+]CCO,,644
372,644,COS(=O)(=O)[O-].OCC[NH3+],,644
372,644,OCC[NH3+].S(=O)(=O)(OC)[O-],,644
372,644,C([NH3+])CO.COS(=O)(=O)[O-],,644
372,644,O=S([O-])(OC)=O.[NH3+]CCO,,644
372,644,O(C)S([O-])(=O)=O.OCC[NH3+],,644
372,644,C(C[NH3+])O.O(S(=O)(=O)[O-])C,,644
372,644,C(O)C[NH3+].O(C)S([O-])(=O)=O,,644
372,644,C(O)C[NH3+].[O-]S(OC)(=O)=O,,644
372,644,C(O)C[NH3+].O=S(OC)(=O)[O-],,644
349,645,CCCCC[N+](C)(C)CCCCC.[Br-],,645
349,645,[Br-].[N+](C)(CCCCC)(CCCCC)C,,645
349,645,C(CCC)C[N+](CCCCC)(C)C.[Br-],,645
349,645,C(C[N+](C)(CCCCC)C)CCC.[Br-],,645
349,645,C([N+](C)(CCCCC)C)CCCC.[Br-],,645
349,645,C(C)CCC[N+](C)(C)CCCCC.[Br-],,645
349,645,CCCCC[N+](C)(CCCCC)C.[Br-],,645
349,645,C[N+](CCCCC)(C)CCCCC.[Br-],,645
349,645,C(C[N+](CCCCC)(C)C)CCC.[Br-],,645
349,645,C(C)CCC[N+](C)(CCCCC)C.[Br-],,645
359,646,CCCCC[N+](C)(C)CCCCC.[I-],,646
359,646,CCCCC[N+](C)(CCCCC)C.[I-],,646
359,646,C(CCCC)[N+](C)(C)CCCCC.[I-],,646
359,646,C(CCCC)[N+](C)(C)CCCCC.[I-],,646
359,646,[I-].[N+](C)(CCCCC)(C)CCCCC,,646
359,646,C(CCC)C[N+](C)(CCCCC)C.[I-],,646
359,646,C[N+](CCCCC)(CCCCC)C.[I-],,646
359,646,C([N+](C)(C)CCCCC)CCCC.[I-],,646
359,646,C(CC)CC[N+](C)(C)CCCCC.[I-],,646
359,646,C(C[N+](C)(C)CCCCC)CCC.[I-],,646
327,647,CCCCCC[N+](C)(C)CCCCCC.[Br-],,647
327,647,[Br-].[N+](CCCCCC)(C)(CCCCCC)C,,647
327,647,C(CCCCC)[N+](CCCCCC)(C)C.[Br-],,647
327,647,C(CCCCC)[N+](C)(C)CCCCCC.[Br-],,647
327,647,C([N+](C)(C)CCCCCC)CCCCC.[Br-],,647
327,647,C([N+](CCCCCC)(C)C)CCCCC.[Br-],,647
327,647,CCCCCC[N+](C)(C)CCCCCC.[Br-],,647
327,647,C[N+](CCCCCC)(C)CCCCCC.[Br-],,647
327,647,C[N+](CCCCCC)(CCCCCC)C.[Br-],,647
327,647,C(CCC)CC[N+](C)(C)CCCCCC.[Br-],,647
318,648,CCCCCC[N+](C)(C)CCCCCC.[I-],,648
318,648,C[N+](C)(CCCCCC)CCCCCC.[I-],,648
318,648,C(CCCC)C[N+](C)(CCCCCC)C.[I-],,648
318,648,C(CCC)CC[N+](CCCCCC)(C)C.[I-],,648
318,648,[I-].[N+](CCCCCC)(CCCCCC)(C)C,,648
318,648,C[N+](CCCCCC)(C)CCCCCC.[I-],,648
318,648,[I-].[N+](C)(CCCCCC)(CCCCCC)C,,648
318,648,C(CCC)CC[N+](C)(CCCCCC)C.[I-],,648
318,648,C([N+](C)(CCCCCC)C)CCCCC.[I-],,648
318,648,[I-].[N+](CCCCCC)(CCCCCC)(C)C,,648
331,649,CCCCC[N+](CC)(CC)CCCCC.[Br-],,649
331,649,CCCCC[N+](CCCCC)(CC)CC.[Br-],,649
331,649,C(C[N+](CC)(CCCCC)CC)CCC.[Br-],,649
331,649,C(C)CCC[N+](CCCCC)(CC)CC.[Br-],,649
331,649,C([N+](CC)(CCCCC)CCCCC)C.[Br-],,649
331,649,C(CC)CC[N+](CCCCC)(CC)CC.[Br-],,649
331,649,C(CC)CC[N+](CCCCC)(CC)CC.[Br-],,649
331,649,CC[N+](CCCCC)(CCCCC)CC.[Br-],,649
331,649,CC[N+](CCCCC)(CC)CCCCC.[Br-],,649
331,649,C([N+](CC)(CCCCC)CC)CCCC.[Br-],,649
368,650,CCCCC[N+](CC)(CC)CCCCC.[I-],,650
368,650,C(CCC[N+](CC)(CCCCC)CC)C.[I-],,650
368,650,C(C)[N+](CCCCC)(CC)CCCCC.[I-],,650
368,650,C([N+](CCCCC)(CC)CC)CCCC.[I-],,650
368,650,C(C[N+](CCCCC)(CC)CC)CCC.[I-],,650
368,650,C(CC[N+](CC)(CCCCC)CC)CC.[I-],,650
368,650,C([N+](CCCCC)(CC)CC)CCCC.[I-],,650
368,650,C(CCCC)[N+](CC)(CCCCC)CC.[I-],,650
368,650,CC[N+](CCCCC)(CC)CCCCC.[I-],,650
368,650,C(C)CCC[N+](CCCCC)(CC)CC.[I-],,650
348,651,CCCCCC[N+](CC)(CC)CCCCCC.[Br-],,651
348,651,C([N+](CC)(CCCCCC)CCCCCC)C.[Br-],,651
348,651,C(CCCCC)[N+](CC)(CC)CCCCCC.[Br-],,651
348,651,C(C)CCCC[N+](CC)(CCCCCC)CC.[Br-],,651
348,651,CCCCCC[N+](CCCCCC)(CC)CC.[Br-],,651
348,651,CC[N+](CCCCCC)(CC)CCCCCC.[Br-],,651
348,651,CCCCCC[N+](CC)(CCCCCC)CC.[Br-],,651
348,651,C(C)[N+](CCCCCC)(CCCCCC)CC.[Br-],,651
348,651,C(C[N+](CC)(CCCCCC)CC)CCCC.[Br-],,651
348,651,C(CC)CCC[N+](CCCCCC)(CC)CC.[Br-],,651
346,652,CCCCCC[N+](CC)(CC)CCCCCC.[I-],,652
346,652,C(CC)CCC[N+](CC)(CCCCCC)CC.[I-],,652
346,652,[I-].[N+](CCCCCC)(CC)(CCCCCC)CC,,652
346,652,C(CCCC)C[N+](CC)(CCCCCC)CC.[I-],,652
346,652,C(CCCC)C[N+](CC)(CC)CCCCCC.[I-],,652
346,652,CC[N+](CC)(CCCCCC)CCCCCC.[I-],,652
346,652,C(CC[N+](CC)(CC)CCCCCC)CCC.[I-],,652
346,652,C(C)CCCC[N+](CC)(CC)CCCCCC.[I-],,652
346,652,C([N+](CCCCCC)(CC)CCCCCC)C.[I-],,652
346,652,C(CC[N+](CCCCCC)(CC)CC)CCC.[I-],,652
318,653,O=C1CCCCC[NH2+]1.O=[N+]([O-])[O-],,653
318,653,C1CC(=O)[NH2+]CCC1.O=[N+]([O-])[O-],,653
318,653,O=[N+]([O-])[O-].[NH2+]1CCCCCC1=O,,653
318,653,C1([NH2+]CCCCC1)=O.[N+]([O-])([O-])=O,,653
318,653,C1CCCC[NH2+]C1=O.O=[N+]([O-])[O-],,653
318,653,C1C[NH2+]C(=O)CCC1.O=[N+]([O-])[O-],,653
318,653,C1CCC[NH2+]C(C1)=O.[N+](=O)([O-])[O-],,653
318,653,[NH2+]1C(=O)CCCCC1.[O-][N+]([O-])=O,,653
