MP_K,Normalized SMILES,RANDOM,IL,Normalized SMILES1
436.0,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F,698,698,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F
434.0,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F,699,699,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F
475.0,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],700,700,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-]
479.0,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,701,701,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F
491.0,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F,702,702,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F
437.0,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,703,703,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F
345.0,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],704,704,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-]
348.0,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],705,705,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-]
347.0,Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],706,706,Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-]
276.0,C[NH+]=C1N(C)CCN1C.O=[N+]([O-])[O-],707,707,C[NH+]=C1N(C)CCN1C.O=[N+]([O-])[O-]
279.0,CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],708,708,CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-]
312.0,CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],709,709,CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-]
304.0,CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],710,710,CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-]
301.0,CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],711,711,CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-]
280.0,CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],712,712,CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-]
258.0,CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F,713,713,CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F
401.0,CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],714,714,CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-]
330.0,CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],715,715,CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-]
351.0,CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],716,716,CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-]
279.0,CCCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],717,717,CCCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-]
367.0,CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-],718,718,CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-]
338.0,CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-],719,719,CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-]
319.0,CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC.[Cl-],720,720,CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC.[Cl-]
423.0,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,721,721,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
391.0,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,722,722,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
292.0,CC[P+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,723,723,CC[P+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
374.0,CCCCCCCCCCCCC[PH2+]C.[Cl-],724,724,CCCCCCCCCCCCC[PH2+]C.[Cl-]
368.0,CCCCCCCCCCCCC[PH2+]C.[Br-],725,725,CCCCCCCCCCCCC[PH2+]C.[Br-]
333.0,CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-],726,726,CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-]
312.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,727,727,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F
313.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,728,728,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F
333.0,CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-],729,729,CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-]
343.0,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],730,730,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-]
292.0,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1ccccc1,731,731,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1ccccc1
294.0,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,732,732,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
280.0,CCCCCC[P+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,733,733,CCCCCC[P+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.0,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,734,734,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
364.0,O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F,735,735,O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F
370.0,CC[P+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,736,736,CC[P+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.0,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,737,737,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
290.0,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,738,738,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
286.0,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,739,739,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
287.0,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,740,740,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.0,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,741,741,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
332.0,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],742,742,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-]
306.0,CCOC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,743,743,CCOC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
274.0,CCSC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,744,744,CCSC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
423.0,C[N+]1(CCO)CCOCC1.[Br-],745,745,C[N+]1(CCO)CCOCC1.[Br-]
231.0,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,746,746,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
364.0,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],747,747,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-]
331.0,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],748,748,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-]
359.0,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,749,749,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F
331.0,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],750,750,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-]
341.0,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,751,751,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F
353.0,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,752,752,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F
345.0,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,753,753,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F
335.0,C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,754,754,C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F
335.0,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,755,755,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
359.0,C1COCC[NH2+]1.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,756,756,C1COCC[NH2+]1.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
345.0,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,757,757,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1
375.0,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,758,758,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1cccs1
302.0,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,759,759,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
339.0,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,760,760,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F
308.0,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,761,761,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
342.0,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,762,762,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
349.0,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,763,763,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
358.0,COCC[N+]1(C)CCOCC1.F[B-](F)(F)F,764,764,COCC[N+]1(C)CCOCC1.F[B-](F)(F)F
274.0,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)F,765,765,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)F
399.0,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,766,766,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
358.0,Cn1nn[n+](N)c1N.O=[N+]([O-])[N-][N+](=O)[O-],767,767,Cn1nn[n+](N)c1N.O=[N+]([O-])[N-][N+](=O)[O-]
406.0,CC1=[NH+]N(C)NN1C.[O-][Cl+3]([O-])([O-])[O-],768,768,CC1=[NH+]N(C)NN1C.[O-][Cl+3]([O-])([O-])[O-]
394.0,Cc1n(C)nn[n+]1N.[I-],769,769,Cc1n(C)nn[n+]1N.[I-]
324.0,Cc1n(C)nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],770,770,Cc1n(C)nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-]
397.0,CC1=[NH+]N(N)NN1C.[I-],771,771,CC1=[NH+]N(N)NN1C.[I-]
413.0,CC1=[NH+]N(N)NN1C.[O-][Cl+3]([O-])([O-])[O-],772,772,CC1=[NH+]N(N)NN1C.[O-][Cl+3]([O-])([O-])[O-]
367.0,CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-],773,773,CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-]
317.0,CCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,774,774,CCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
314.0,CCC[N+]1(C)CCOC1.F[P-](F)(F)(F)(F)F,775,775,CCC[N+]1(C)CCOC1.F[P-](F)(F)(F)(F)F
261.0,CCCC[N+]1(C)CCOC1.F[B-](F)(F)F,776,776,CCCC[N+]1(C)CCOC1.F[B-](F)(F)F
285.0,CCCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,777,777,CCCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
269.0,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,778,778,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F
326.0,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,779,779,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
327.0,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,780,780,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
274.0,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,781,781,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F
283.0,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,782,782,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
291.0,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,783,783,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
266.0,CC[N+]1(CC)CCNCC1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,784,784,CC[N+]1(CC)CCNCC1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
259.0,FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,785,785,FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
459.0,[Cl-].[NH3+]CC(=O)O,786,786,[Cl-].[NH3+]CC(=O)O
389.0,F[B-](F)(F)F.[NH3+]CC(=O)O,787,787,F[B-](F)(F)F.[NH3+]CC(=O)O
384.0,O=[N+]([O-])[O-].[NH3+]CC(=O)O,788,788,O=[N+]([O-])[O-].[NH3+]CC(=O)O
374.0,F[P-](F)(F)(F)(F)F.[NH3+]CC(=O)O,789,789,F[P-](F)(F)(F)(F)F.[NH3+]CC(=O)O
351.0,CC([NH3+])C(=O)O.F[B-](F)(F)F,790,790,CC([NH3+])C(=O)O.F[B-](F)(F)F
432.0,CC([NH3+])C(=O)O.O=[N+]([O-])[O-],791,791,CC([NH3+])C(=O)O.O=[N+]([O-])[O-]
355.0,CC([NH3+])C(=O)O.O=C([O-])C(F)(F)F,792,792,CC([NH3+])C(=O)O.O=C([O-])C(F)(F)F
349.0,F[B-](F)(F)F.O=C(O)C1CCC[NH2+]1,793,793,F[B-](F)(F)F.O=C(O)C1CCC[NH2+]1
351.0,O=C(O)C1CCC[NH2+]1.O=C([O-])C(F)(F)F,794,794,O=C(O)C1CCC[NH2+]1.O=C([O-])C(F)(F)F
407.0,CC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-],795,795,CC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-]
378.0,CCC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-],796,796,CCC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-]
317.0,COC(=O)C[NH3+].O=[N+]([O-])[O-],797,797,COC(=O)C[NH3+].O=[N+]([O-])[O-]
322.0,CCOC(=O)C[NH3+].O=[N+]([O-])[O-],798,798,CCOC(=O)C[NH3+].O=[N+]([O-])[O-]
255.0,COC(=O)C(C)[NH3+].F[B-](F)(F)F,799,799,COC(=O)C(C)[NH3+].F[B-](F)(F)F
256.0,COC(=O)C(C)[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,800,800,COC(=O)C(C)[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
334.0,COC(=O)C(C)[NH3+].O=[N+]([O-])[O-],801,801,COC(=O)C(C)[NH3+].O=[N+]([O-])[O-]
311.0,CC(O)C(=O)[O-].COC(=O)C(C)[NH3+],802,802,CC(O)C(=O)[O-].COC(=O)C(C)[NH3+]
335.0,COC(=O)C(C)[NH3+].N#C[S-],803,803,COC(=O)C(C)[NH3+].N#C[S-]
378.0,COC(=O)C([NH3+])CO.O=[N+]([O-])[O-],804,804,COC(=O)C([NH3+])CO.O=[N+]([O-])[O-]
256.0,CC[NH2+]C(C)C(=O)OCC.O=[N+]([O-])[O-],805,805,CC[NH2+]C(C)C(=O)OCC.O=[N+]([O-])[O-]
248.0,CC(O)C(=O)[O-].CC[NH2+]C(C)C(=O)OCC,806,806,CC(O)C(=O)[O-].CC[NH2+]C(C)C(=O)OCC
257.0,COC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],807,807,COC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-]
347.0,COC(=O)C([NH3+])C(C)C.O=[N+]([O-])[O-],808,808,COC(=O)C([NH3+])C(C)C.O=[N+]([O-])[O-]
256.0,CCOC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],809,809,CCOC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-]
259.0,CCC(C)C([NH3+])C(=O)OC.O=[N+]([O-])[O-],810,810,CCC(C)C([NH3+])C(=O)OC.O=[N+]([O-])[O-]
348.0,CC(C)CC([NH3+])C(=O)O.O=[N+]([O-])[O-],811,811,CC(C)CC([NH3+])C(=O)O.O=[N+]([O-])[O-]
365.0,COC(=O)C([NH3+])Cc1ccccc1.O=[N+]([O-])[O-],812,812,COC(=O)C([NH3+])Cc1ccccc1.O=[N+]([O-])[O-]
312.0,CCCn1cc(CC(NC(=O)c2ccccc2)C(=O)OC)[n+](CCC)c1.[Br-],813,813,CCCn1cc(CC(NC(=O)c2ccccc2)C(=O)OC)[n+](CCC)c1.[Br-]
328.0,COC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)c1ccccc1.[I-],814,814,COC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)c1ccccc1.[I-]
328.0,CC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)OC(C)(C)C.[I-],815,815,CC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)OC(C)(C)C.[I-]
344.0,Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,816,816,Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
299.0,CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,817,817,CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.0,CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,818,818,CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
305.0,CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,819,819,CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
357.0,CCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,820,820,CCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F
355.0,CCCCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,821,821,CCCCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F
331.0,CCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,822,822,CCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F
314.0,CCCCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,823,823,CCCCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F
417.0,CCCC[N+]1(C)CCCC(C)C1.[I-],824,824,CCCC[N+]1(C)CCCC(C)C1.[I-]
396.0,CCCCCC[N+]1(C)CCCC(C)C1.[I-],825,825,CCCCCC[N+]1(C)CCCC(C)C1.[I-]
317.0,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,826,826,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
276.0,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,827,827,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
419.0,CCCCc1c[n+](-c2ccccc2)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,828,828,CCCCc1c[n+](-c2ccccc2)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1
375.0,CCCCc1c[n+](-c2ccccc2)nn1C.O=S(=O)([O-])C(F)(F)F,829,829,CCCCc1c[n+](-c2ccccc2)nn1C.O=S(=O)([O-])C(F)(F)F
379.0,CCCCc1c[n+](C)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,830,830,CCCCc1c[n+](C)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1
372.0,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)n1,831,831,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)n1
368.0,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)c1,832,832,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)c1
310.0,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,833,833,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
414.0,CCCCCC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,834,834,CCCCCC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F
440.0,CCCCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,835,835,CCCCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F
297.0,CCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,836,836,CCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
368.0,COS(=O)(=O)[O-].C[N+]1(C)CCCC1,837,837,COS(=O)(=O)[O-].C[N+]1(C)CCCC1
372.0,COS(=O)(=O)[O-].C[N+]1(C)CCCCC1,838,838,COS(=O)(=O)[O-].C[N+]1(C)CCCCC1
193.0,CCOS(=O)(=O)[O-].CC[N+]1(C)CCCCC1,839,839,CCOS(=O)(=O)[O-].CC[N+]1(C)CCCCC1
386.0,COS(=O)(=O)[O-].C[N+]1(C)CCOCC1,840,840,COS(=O)(=O)[O-].C[N+]1(C)CCOCC1
318.0,CC[N+]1(C)CCOCC1.COS(=O)(=O)[O-],841,841,CC[N+]1(C)CCOCC1.COS(=O)(=O)[O-]
205.0,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,842,842,CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1
288.0,CC[N+](CC)(CCOC)CCOC.O=S(=O)(F)[N-]S(=O)(=O)F,843,843,CC[N+](CC)(CCOC)CCOC.O=S(=O)(F)[N-]S(=O)(=O)F
